p1x	p1y	p1z	p2x	p2y	p2z	p3x	p3y	p3z	mu1	mu2	mu3	mu4
-33.20094	-0.4845239	2.217415	40.23794	-19.23742	18.20331	-7.036997	19.72195	-20.42072	0.5	-0.5	0.5	-0.5
-110.0603	109.7349	17.3819	63.50973	-16.19574	3.759272	46.55055	-93.53916	-21.14117	0.5	-0.5	0.5	-0.5
33.24659	46.93778	132.3038	-34.28045	-19.69615	-52.36376	1.033858	-27.24164	-79.94002	-0.5	0.5	0.5	-0.5
-113.685	-32.48116	-27.33398	80.01204	28.32769	46.39931	33.67296	4.15347	-19.06534	0.5	-0.5	0.5	-0.5
73.67291	-45.32008	-4.315517	-26.09944	28.3454	2.206771	-47.57347	16.97469	2.108746	-0.5	0.5	-0.5	0.5
12.10168	-55.01394	-7.106443	43.46474	-24.31116	-25.47354	-55.56642	79.3251	32.57998	0.5	-0.5	-0.5	0.5
48.38376	34.38186	43.87628	5.009193	-4.401169	-10.0556	-53.39295	-29.98069	-33.82067	0.5	-0.5	0.5	-0.5
1.56822	12.35975	88.12334	13.28776	-6.422787	-125.8311	-14.85598	-5.936965	37.70776	-0.5	0.5	-0.5	0.5
66.08612	-13.03263	23.97015	-43.67218	-0.6374087	-18.52593	-22.41394	13.67004	-5.444221	0.5	-0.5	-0.5	0.5
-16.81074	-61.68115	151.0163	21.0205	40.61763	-90.28798	-4.20976	21.06352	-60.72833	-0.5	0.5	0.5	-0.5
-21.54897	-6.381168	-18.99278	-27.23169	15.74406	-14.16478	48.78066	-9.362892	33.15756	0.5	-0.5	0.5	-0.5
-71.8739	70.57819	-10.2334	15.2222	-88.07989	51.04477	56.65169	17.5017	-40.81137	-0.5	0.5	-0.5	0.5
101.1937	1.555983	-17.53191	-82.94683	-6.600066	77.14015	-18.24685	5.044082	-59.60823	-0.5	0.5	-0.5	0.5
23.17129	-74.55191	144.7729	7.16883	54.39983	-58.83755	-30.34012	20.15208	-85.93537	0.5	-0.5	-0.5	0.5
4.063853	-97.33901	96.98468	12.44311	40.64562	-54.83274	-16.50696	56.69338	-42.15195	0.5	-0.5	0.5	-0.5
-103.8894	53.56168	10.1284	64.35116	-81.31122	21.58327	39.53822	27.74953	-31.71167	-0.5	0.5	0.5	-0.5
-1.743349	43.54426	-3.65218	31.67554	-43.86737	39.20069	-29.93219	0.3231121	-35.54851	0.5	-0.5	0.5	-0.5
51.23199	16.96318	-136.1385	-30.15583	27.48292	54.60583	-21.07616	-44.4461	81.5327	0.5	-0.5	0.5	-0.5
-95.9345	-41.65039	-104.3789	45.27167	60.81206	75.48177	50.66283	-19.16166	28.89708	0.5	-0.5	0.5	-0.5
-53.54903	-23.74206	62.28047	29.27792	3.219271	-34.88838	24.27111	20.52278	-27.39209	0.5	-0.5	0.5	-0.5
12.67574	-1.853128	48.09333	19.31601	74.05684	-41.83448	-31.99175	-72.20372	-6.258858	0.5	-0.5	0.5	-0.5
54.46422	43.06507	65.31797	-30.62618	-21.26713	3.339848	-23.83804	-21.79793	-68.65781	-0.5	0.5	0.5	-0.5
-96.70827	-77.0184	-54.65149	70.30498	38.52796	-5.439739	26.40329	38.49044	60.09122	0.5	-0.5	0.5	-0.5
-3.746679	-15.39255	135.9066	-6.797853	3.445707	-114.5214	10.54453	11.94684	-21.38518	-0.5	0.5	-0.5	0.5
16.09842	-29.98281	65.52842	-57.9078	-25.49421	-13.42433	41.80938	55.47702	-52.10409	0.5	-0.5	-0.5	0.5
18.14073	-121.4036	11.96896	-73.66828	72.44462	-4.477687	55.52755	48.95898	-7.491276	0.5	-0.5	0.5	-0.5
15.20775	108.2052	10.90798	47.11634	-74.22023	26.00876	-62.32409	-33.98495	-36.91675	-0.5	0.5	-0.5	0.5
105.9596	-40.18691	-7.185519	-0.5171657	7.32563	-21.85071	-105.4424	32.86128	29.03622	0.5	-0.5	-0.5	0.5
-34.23264	22.73549	43.29941	-28.42352	-77.7487	-26.82926	62.65616	55.0132	-16.47016	-0.5	0.5	0.5	-0.5
-33.89961	-61.90557	-7.658995	7.974607	10.69506	88.8811	25.925	51.21051	-81.22211	0.5	-0.5	0.5	-0.5
-38.56274	-26.81396	75.47922	-20.68429	3.734912	-67.58099	59.24703	23.07905	-7.898225	-0.5	0.5	-0.5	0.5
66.82501	64.56707	93.50054	2.275741	-27.34113	-64.78437	-69.10075	-37.22594	-28.71617	-0.5	0.5	-0.5	0.5
-9.274834	109.8691	45.0895	-26.40024	-102.3043	-31.62482	35.67507	-7.564784	-13.46468	0.5	-0.5	-0.5	0.5
-20.27868	43.3227	-28.44377	6.18354	-55.898	30.56213	14.09514	12.5753	-2.118362	0.5	-0.5	0.5	-0.5
-30.87914	77.42699	19.44294	26.31371	-116.0375	-3.121582	4.565431	38.61052	-16.32136	-0.5	0.5	0.5	-0.5
46.82866	31.94648	-45.00932	38.54764	-10.409	24.01788	-85.3763	-21.53747	20.99144	0.5	-0.5	0.5	-0.5
29.98455	25.09407	-109.6796	7.413559	-55.73226	68.82508	-37.39811	30.63818	40.85452	0.5	-0.5	0.5	-0.5
26.75443	-97.96162	72.09877	18.23046	57.6553	-17.03596	-44.98489	40.30632	-55.06281	0.5	-0.5	0.5	-0.5
17.05812	100.1155	-11.4872	31.18082	-9.656172	-32.41916	-48.23895	-90.45938	43.90636	0.5	-0.5	0.5	-0.5
-0.4488991	27.81348	125.1671	33.79628	6.258631	-11.57952	-33.34738	-34.07211	-113.5876	0.5	-0.5	0.5	-0.5
52.67914	76.38542	67.44012	32.62359	-56.8895	1.476902	-85.30273	-19.49592	-68.91703	-0.5	0.5	0.5	-0.5
32.63913	-63.12131	51.44113	-17.43418	-17.65654	-14.91208	-15.20495	80.77785	-36.52906	0.5	-0.5	0.5	-0.5
-66.729	-5.945989	-106.4001	19.88159	0.3154385	11.0332	46.84741	5.630551	95.36693	-0.5	0.5	-0.5	0.5
-8.291708	-45.01198	110.3847	38.71377	7.924826	-106.9113	-30.42206	37.08715	-3.473401	0.5	-0.5	-0.5	0.5
11.6611	-104.4698	15.31896	-10.07208	118.2786	3.884466	-1.589019	-13.80882	-19.20342	0.5	-0.5	0.5	-0.5
-79.50205	27.78757	9.00739	5.485632	1.108643	22.09859	74.01641	-28.89621	-31.10598	-0.5	0.5	-0.5	0.5
-30.67096	-22.17905	104.319	17.70931	-6.487166	-54.38194	12.96166	28.66621	-49.93704	0.5	-0.5	-0.5	0.5
72.54662	73.29777	79.90507	-15.35021	-27.11756	-37.9231	-57.19641	-46.18021	-41.98197	-0.5	0.5	0.5	-0.5
-15.53727	-98.66879	-4.883687	28.9974	26.53046	17.90265	-13.46012	72.13833	-13.01896	0.5	-0.5	0.5	-0.5
50.17854	93.39831	51.5415	-15.64112	-99.28373	-2.097816	-34.53742	5.885419	-49.44368	-0.5	0.5	-0.5	0.5
70.94287	8.428673	-113.9087	-26.61872	-31.56899	24.93632	-44.32415	23.14032	88.97243	-0.5	0.5	-0.5	0.5
24.16579	-33.52446	68.96226	-27.14151	27.15514	-69.92941	2.975719	6.369318	0.9671454	0.5	-0.5	-0.5	0.5
34.12765	36.55505	42.11647	-68.29367	-28.80496	-1.562987	34.16603	-7.750093	-40.55349	0.5	-0.5	0.5	-0.5
10.65188	-32.48003	-96.42645	-10.87571	48.19052	116.7423	0.2238315	-15.71049	-20.31589	-0.5	0.5	0.5	-0.5
98.38538	-13.84938	-7.549913	-76.74917	23.46541	-2.311163	-21.63621	-9.616037	9.861076	0.5	-0.5	0.5	-0.5
28.54431	-94.87616	-109.0557	-33.8103	61.00908	55.53142	5.265992	33.86708	53.5243	0.5	-0.5	0.5	-0.5
-42.70298	-18.95983	117.5441	29.36937	26.54684	-77.06066	13.33361	-7.587009	-40.48339	0.5	-0.5	0.5	-0.5
-75.7013	-43.13696	-0.698384	84.05553	10.67026	-38.74767	-8.354238	32.4667	39.44606	0.5	-0.5	0.5	-0.5
-122.7432	91.37262	33.35972	51.8553	-47.42399	-17.2295	70.88794	-43.94863	-16.13022	0.5	-0.5	0.5	-0.5
-21.08694	-103.6962	-65.76297	20.86625	75.2751	-1.988321	0.2206888	28.42108	67.75129	-0.5	0.5	0.5	-0.5
-10.31937	58.43024	-44.83002	10.71017	7.809154	11.838	-0.390805	-66.2394	32.99201	0.5	-0.5	0.5	-0.5
46.40402	17.39022	107.4421	-4.63644	-20.65898	-19.29163	-41.76758	3.26876	-88.15049	-0.5	0.5	-0.5	0.5
-40.99101	-48.95113	50.357	35.42919	11.47462	-36.51099	5.561814	37.47651	-13.84601	0.5	-0.5	-0.5	0.5
-55.08952	16.40964	-23.78641	40.48856	-9.69637	47.83036	14.60096	-6.713274	-24.04395	0.5	-0.5	0.5	-0.5
-36.33868	-7.304869	46.87885	24.42784	15.40459	-0.07445048	11.91084	-8.099721	-46.8044	-0.5	0.5	-0.5	0.5
-47.2412	-77.95768	43.33144	38.06936	42.08705	-20.43411	9.171844	35.87063	-22.89733	0.5	-0.5	-0.5	0.5
-58.38558	-69.25165	48.97642	41.96922	26.34102	-13.80964	16.41636	42.91063	-35.16678	-0.5	0.5	0.5	-0.5
-34.72645	16.35458	19.72332	26.4463	-4.898777	-29.83859	8.280146	-11.45581	10.11527	0.5	-0.5	0.5	-0.5
-100.2776	-24.75984	-49.93388	61.61018	-24.12401	66.43749	38.66739	48.88385	-16.50361	-0.5	0.5	-0.5	0.5
55.71945	21.9046	13.64521	-60.07586	-23.29193	-0.7504918	4.356413	1.38733	-12.89472	-0.5	0.5	-0.5	0.5
-63.63257	39.07192	-19.24167	41.6258	-36.21549	9.462273	22.00677	-2.856429	9.779394	0.5	-0.5	-0.5	0.5
43.06605	42.17395	129.9839	-3.036124	0.4042379	-96.54936	-40.02993	-42.57818	-33.43458	0.5	-0.5	0.5	-0.5
-134.3062	-48.42885	47.72828	67.37916	18.00492	-41.23922	66.92705	30.42393	-6.489054	-0.5	0.5	0.5	-0.5
4.954184	16.99422	-21.08265	37.8547	-17.89085	-9.616106	-42.80888	0.8966223	30.69876	0.5	-0.5	0.5	-0.5
-15.9014	-53.90986	10.84273	29.68763	43.42616	-89.75849	-13.78623	10.4837	78.91576	0.5	-0.5	0.5	-0.5
-26.59322	67.30765	-7.546431	52.22546	-99.15329	18.84696	-25.63224	31.84564	-11.30053	0.5	-0.5	0.5	-0.5
-46.00544	-48.28276	-44.48242	83.30456	62.87887	-5.740846	-37.29912	-14.59612	50.22327	0.5	-0.5	0.5	-0.5
76.34135	-32.95293	-1.148859	-77.06849	-36.07779	-9.226094	0.7271326	69.03072	10.37495	0.5	-0.5	0.5	-0.5
-38.86797	124.8244	-10.89143	25.6191	-5.74711	-0.1516849	13.24887	-119.0773	11.04312	-0.5	0.5	0.5	-0.5
146.4951	-31.76564	24.17132	-105.0792	16.95583	-37.757	-41.41589	14.80981	13.58569	0.5	-0.5	0.5	-0.5
-107.0396	38.02926	-75.10831	47.8955	4.132455	43.28859	59.14411	-42.16172	31.81971	-0.5	0.5	-0.5	0.5
-40.5529	-41.08645	-30.22684	-21.83649	-32.32431	42.4453	62.38939	73.41076	-12.21846	0.5	-0.5	-0.5	0.5
-94.83812	-89.14322	-91.75197	29.77204	36.61298	18.04457	65.06607	52.53025	73.70739	0.5	-0.5	0.5	-0.5
32.73685	38.68274	-122.3442	-56.90689	-7.775939	87.25719	24.17005	-30.9068	35.08706	-0.5	0.5	-0.5	0.5
-87.44807	-53.43262	-8.081167	3.904033	-3.849783	25.23822	83.54403	57.28241	-17.15706	0.5	-0.5	-0.5	0.5
-102.0333	48.9137	18.76914	10.82581	-63.28509	-22.95594	91.20746	14.37138	4.186804	-0.5	0.5	0.5	-0.5
-98.42146	-84.39381	-42.07767	31.39725	85.28881	12.5184	67.02422	-0.8950009	29.55927	0.5	-0.5	0.5	-0.5
138.0512	43.3428	-4.952369	-42.1406	-4.753316	-20.56947	-95.9106	-38.58949	25.52184	-0.5	0.5	-0.5	0.5
52.67027	61.16042	-37.66648	19.62345	-91.83011	-7.14472	-72.29373	30.66969	44.8112	-0.5	0.5	-0.5	0.5
8.827009	-86.6652	62.65701	25.0681	48.2093	-48.26453	-33.89511	38.4559	-14.39248	0.5	-0.5	-0.5	0.5
40.97762	88.36662	125.2013	10.59449	-42.62124	-64.17708	-51.57212	-45.74538	-61.02421	0.5	-0.5	0.5	-0.5
30.35656	-34.78981	114.3695	-36.19065	14.73844	-94.86968	5.834097	20.05136	-19.49984	-0.5	0.5	0.5	-0.5
22.17332	27.25767	24.9093	-13.04322	-41.71832	-23.39499	-9.130099	14.46065	-1.514318	0.5	-0.5	0.5	-0.5
-22.4179	-126.7695	7.644219	74.12128	51.28349	-3.42294	-51.70338	75.48602	-4.221279	0.5	-0.5	0.5	-0.5
-24.9234	-22.34796	-4.358721	45.45618	8.250174	7.901931	-20.53278	14.09778	-3.54321	0.5	-0.5	0.5	-0.5
128.7163	-0.7467443	40.70161	-46.29032	-11.2133	-37.50954	-82.42595	11.96004	-3.192062	0.5	-0.5	0.5	-0.5
19.76457	43.59128	13.74909	-16.74543	-102.5197	-50.26002	-3.019138	58.92843	36.51093	0.5	-0.5	0.5	-0.5
-58.16915	18.03543	42.87637	14.91682	-3.734341	-31.87163	43.25233	-14.30109	-11.00474	-0.5	0.5	0.5	-0.5
12.96354	-33.03362	-3.279908	-37.32633	-36.3169	-29.02581	24.36279	69.35052	32.30572	0.5	-0.5	0.5	-0.5
21.23674	-61.40175	-113.714	-7.293	59.3988	90.4851	-13.94374	2.002951	23.22893	-0.5	0.5	-0.5	0.5
24.96944	-25.37267	-7.941986	13.65863	1.731403	38.53693	-38.62807	23.64127	-30.59494	0.5	-0.5	-0.5	0.5
26.69481	-23.0651	-49.16578	11.84128	37.17843	34.5103	-38.53609	-14.11333	14.65548	0.5	-0.5	0.5	-0.5
15.00503	-0.1677536	63.96494	-10.93645	-29.39512	-18.47868	-4.068583	29.56288	-45.48625	-0.5	0.5	-0.5	0.5
-107.2519	-34.82301	57.19165	32.58999	2.931289	-24.75881	74.66186	31.89172	-32.43284	0.5	-0.5	-0.5	0.5
-61.9115	124.7391	-25.51392	46.50843	-37.18296	-33.57962	15.40308	-87.55612	59.09353	-0.5	0.5	0.5	-0.5
96.55254	-46.14912	45.7794	-57.2517	6.491872	-25.28301	-39.30085	39.65725	-20.49639	0.5	-0.5	0.5	-0.5
74.59967	45.19197	-27.56415	-86.69643	36.29554	14.5126	12.09675	-81.48751	13.05155	-0.5	0.5	-0.5	0.5
-19.9964	-1.903871	143.8302	-9.884859	11.79513	-105.3518	29.88126	-9.891264	-38.47842	-0.5	0.5	-0.5	0.5
19.45901	-14.15321	4.287718	10.80231	29.24226	23.22948	-30.26132	-15.08905	-27.5172	0.5	-0.5	-0.5	0.5
-76.04121	50.42823	92.4029	55.32186	3.61929	-63.95042	20.71935	-54.04753	-28.45248	0.5	-0.5	0.5	-0.5
46.43382	14.27686	70.95583	-0.5944067	-21.4826	-42.36496	-45.83941	7.205735	-28.59087	-0.5	0.5	0.5	-0.5
49.92039	40.78386	-105.677	-7.506862	-1.597706	21.80495	-42.41353	-39.18615	83.87206	0.5	-0.5	0.5	-0.5
4.193438	-43.60334	-10.35457	76.69898	32.20847	-10.51623	-80.89242	11.39487	20.8708	0.5	-0.5	0.5	-0.5
-30.26976	0.8750279	2.682263	17.73437	17.23689	-42.30364	12.5354	-18.11192	39.62138	0.5	-0.5	0.5	-0.5
-2.99495	-0.525386	40.22743	-15.17159	14.1888	-96.53273	18.16654	-13.66341	56.3053	0.5	-0.5	0.5	-0.5
65.86342	-54.03478	-52.4259	-36.80831	6.60709	-49.26753	-29.05512	47.42769	101.6934	0.5	-0.5	0.5	-0.5
-57.73705	64.17829	5.49322	48.11901	-23.16143	17.17232	9.618037	-41.01686	-22.66554	-0.5	0.5	0.5	-0.5
-26.14262	-59.01916	-15.04013	10.51826	16.43675	1.814353	15.62436	42.58241	13.22578	0.5	-0.5	0.5	-0.5
10.1551	50.09406	-156.3099	-7.259523	-37.31178	95.63144	-2.895575	-12.78227	60.6785	-0.5	0.5	-0.5	0.5
35.58992	-27.09459	-15.00347	-18.85868	-2.131401	52.8691	-16.73124	29.22599	-37.86563	0.5	-0.5	-0.5	0.5
3.605337	31.51193	136.0498	-11.34255	4.105385	-40.3346	7.737209	-35.61732	-95.71517	0.5	-0.5	0.5	-0.5
-18.10542	14.54845	139.1312	-16.47737	-28.93878	-29.94835	34.58278	14.39033	-109.1828	-0.5	0.5	-0.5	0.5
69.19339	-48.1435	56.09951	-24.48297	22.58741	-25.50895	-44.71042	25.5561	-30.59056	0.5	-0.5	-0.5	0.5
36.04681	-12.93932	98.40508	-3.367835	18.9657	-119.4149	-32.67898	-6.026374	21.00983	-0.5	0.5	0.5	-0.5
46.95153	125.7527	-25.08274	-49.75342	-77.95226	0.4024576	2.801888	-47.80049	24.68029	0.5	-0.5	0.5	-0.5
-15.23754	-20.18756	35.1973	27.69017	-0.8647849	-4.78878	-12.45263	21.05235	-30.40852	-0.5	0.5	-0.5	0.5
26.66051	-4.602799	-8.769455	-17.86909	34.38787	34.91717	-8.791424	-29.78507	-26.14771	-0.5	0.5	-0.5	0.5
-84.03036	36.54064	-7.152876	87.13016	-26.77391	-12.69652	-3.099798	-9.766731	19.8494	0.5	-0.5	-0.5	0.5
-33.74755	-51.0034	2.819936	-7.95034	6.222519	4.304504	41.69789	44.78088	-7.12444	0.5	-0.5	0.5	-0.5
-101.2338	15.67567	-120.9218	29.16063	12.92354	44.48363	72.07316	-28.59921	76.43821	-0.5	0.5	0.5	-0.5
-0.5370352	-38.89555	136.8176	-12.78735	-19.13834	-31.38392	13.32438	58.03389	-105.4337	0.5	-0.5	0.5	-0.5
-29.6271	-0.7339088	-22.59116	-28.50435	-46.52407	-22.97754	58.13145	47.25798	45.56869	0.5	-0.5	0.5	-0.5
37.85716	-65.62405	-109.8375	-24.56075	71.95454	49.69293	-13.2964	-6.330489	60.14459	0.5	-0.5	0.5	-0.5
38.30456	-23.7425	-136.7101	-44.22027	16.55592	85.28666	5.915714	7.18658	51.42343	0.5	-0.5	0.5	-0.5
125.1774	-35.99317	-6.745428	-27.02278	68.50114	5.399185	-98.15462	-32.50798	1.346243	0.5	-0.5	0.5	-0.5
-60.91509	-25.60753	137.2852	43.34379	31.51237	-70.34182	17.5713	-5.904844	-66.94335	-0.5	0.5	0.5	-0.5
-44.35233	108.221	28.25477	21.75942	-54.16249	-60.59908	22.59291	-54.05849	32.34432	0.5	-0.5	0.5	-0.5
-58.1989	-27.53873	8.284933	-39.54205	63.82817	-23.15256	97.74095	-36.28943	14.86763	-0.5	0.5	-0.5	0.5
24.29839	20.44039	-19.58144	-10.41513	-30.9992	-2.229709	-13.88326	10.55881	21.81115	0.5	-0.5	-0.5	0.5
-124.6257	-3.965739	12.58914	106.618	-20.55491	-43.08063	18.00771	24.52065	30.49149	0.5	-0.5	0.5	-0.5
6.288431	63.18736	9.367074	30.05825	-38.18849	-15.43528	-36.34668	-24.99887	6.068204	-0.5	0.5	-0.5	0.5
-92.11744	43.76265	-94.42905	67.84741	-43.10323	38.73894	24.27003	-0.6594155	55.69011	0.5	-0.5	-0.5	0.5
73.32034	15.07625	77.17019	-89.80463	-43.58446	-56.63594	16.4843	28.50821	-20.53424	-0.5	0.5	0.5	-0.5
118.7242	44.75044	-11.89726	-46.01096	-76.93506	-9.765996	-72.71327	32.18461	21.66326	0.5	-0.5	0.5	-0.5
-47.82827	86.25941	51.91313	6.976191	19.71803	5.561377	40.85208	-105.9774	-57.4745	-0.5	0.5	-0.5	0.5
-37.96934	42.85606	46.51933	33.72928	-96.17835	0.367863	4.240058	53.32229	-46.88719	-0.5	0.5	-0.5	0.5
35.68433	-81.65758	-36.00356	-27.26327	14.02393	22.57821	-8.42106	67.63365	13.42535	0.5	-0.5	-0.5	0.5
78.9422	15.95803	4.676408	-95.23664	38.71241	18.38852	16.29444	-54.67044	-23.06493	0.5	-0.5	0.5	-0.5
66.41565	-101.6743	61.90824	-45.93474	49.03157	-39.54983	-20.48091	52.64272	-22.35841	-0.5	0.5	0.5	-0.5
119.8945	-6.619434	-95.50917	-66.38899	-19.04258	68.6121	-53.50552	25.66201	26.89707	0.5	-0.5	0.5	-0.5
-2.397157	16.42512	-9.783628	-27.18898	-16.55515	96.03588	29.58614	0.1300285	-86.25226	0.5	-0.5	0.5	-0.5
-11.08305	-65.76183	-27.05529	56.74656	37.77816	13.33537	-45.66351	27.98367	13.71992	0.5	-0.5	0.5	-0.5
-93.44922	-89.17287	-11.00026	11.50417	65.26001	4.178753	81.94506	23.91286	6.821509	0.5	-0.5	0.5	-0.5
-55.73801	-3.463679	-8.8861	41.275	-26.67813	20.8557	14.46301	30.1418	-11.9696	0.5	-0.5	0.5	-0.5
30.68495	-24.46736	43.28132	-11.97679	5.232319	-47.60284	-18.70816	19.23504	4.321523	-0.5	0.5	0.5	-0.5
-64.02647	32.5141	98.93668	-4.622069	-19.63029	-3.15577	68.64854	-12.88381	-95.78091	0.5	-0.5	0.5	-0.5
-19.14601	-16.18548	40.36672	-1.505638	69.84813	-18.98005	20.65165	-53.66265	-21.38667	-0.5	0.5	-0.5	0.5
-79.16997	-16.21982	-110.432	69.39835	0.5980891	40.32116	9.771626	15.62173	70.1108	0.5	-0.5	-0.5	0.5
151.5052	-55.96849	31.95566	-82.62403	18.50977	-20.56861	-68.8812	37.45872	-11.38706	0.5	-0.5	0.5	-0.5
78.1127	-57.61066	118.4536	-39.28301	53.08155	-69.23474	-38.82969	4.529105	-49.21888	-0.5	0.5	-0.5	0.5
1.664053	-0.3052199	-143.6994	12.77469	8.736427	104.6477	-14.43874	-8.431207	39.05173	0.5	-0.5	-0.5	0.5
30.47648	62.60587	-1.347696	11.03831	-36.36285	-0.877939	-41.51479	-26.24301	2.225635	-0.5	0.5	0.5	-0.5
113.7478	44.09171	-20.03106	-38.64053	-68.91457	46.15257	-75.10723	24.82286	-26.12151	0.5	-0.5	0.5	-0.5
-13.51205	42.69515	-3.073794	-43.32993	0.3737341	-21.34815	56.84198	-43.06888	24.42194	-0.5	0.5	-0.5	0.5
-20.70615	-21.04595	-41.43822	-1.078377	14.1109	53.11642	21.78453	6.935055	-11.6782	-0.5	0.5	-0.5	0.5
25.80502	-19.85502	-28.24858	27.2818	10.87953	-2.235607	-53.08683	8.975486	30.48419	0.5	-0.5	-0.5	0.5
12.46721	31.26512	30.02771	-26.47169	-48.58788	-17.26527	14.00448	17.32276	-12.76245	0.5	-0.5	0.5	-0.5
-130.2659	-60.3161	24.04726	84.26233	-6.278777	10.68199	46.00358	66.59488	-34.72925	-0.5	0.5	0.5	-0.5
-62.901	-18.549	-125.8093	23.56536	25.43985	48.56585	39.33564	-6.89085	77.24349	0.5	-0.5	0.5	-0.5
65.35202	4.822837	126.6837	-24.52356	33.46719	-90.4205	-40.82847	-38.29003	-36.26316	0.5	-0.5	0.5	-0.5
3.789991	70.56192	-0.6048173	-45.52418	-63.6543	1.647678	41.73419	-6.907618	-1.042861	0.5	-0.5	0.5	-0.5
2.957821	62.40088	21.2999	-25.3634	-54.71376	1.880262	22.40558	-7.687127	-23.18016	0.5	-0.5	0.5	-0.5
-41.03307	-73.55381	27.22543	41.64755	54.51142	-17.83319	-0.6144788	19.04239	-9.392243	0.5	-0.5	0.5	-0.5
71.06915	62.71187	-45.54118	-65.18655	-70.68448	34.1989	-5.882596	7.972606	11.34228	-0.5	0.5	0.5	-0.5
46.03389	-90.19856	-80.37414	-2.708086	38.65512	91.35834	-43.3258	51.54344	-10.9842	0.5	-0.5	0.5	-0.5
67.82007	-105.8027	-24.52797	-70.83271	55.41667	-16.39548	3.012648	50.38607	40.92345	-0.5	0.5	-0.5	0.5
-94.70229	49.24524	5.443451	67.16133	2.74901	18.53955	27.54097	-51.99425	-23.983	0.5	-0.5	-0.5	0.5
-106.5411	-49.47138	12.09299	47.15649	-9.240496	-10.68141	59.38459	58.71187	-1.411577	0.5	-0.5	0.5	-0.5
18.61511	60.74715	-36.69313	13.79104	-17.6985	4.556002	-32.40615	-43.04865	32.13712	-0.5	0.5	-0.5	0.5
86.93037	-7.429083	77.06445	-95.33443	-27.78005	-43.1467	8.404064	35.20913	-33.91774	0.5	-0.5	-0.5	0.5
-55.30532	-26.84056	-48.02555	20.01172	3.270101	26.94592	35.2936	23.57046	21.07963	-0.5	0.5	0.5	-0.5
-61.62409	-34.37067	21.00638	-1.098666	20.28601	3.217661	62.72276	14.08466	-24.22404	0.5	-0.5	0.5	-0.5
51.74555	-35.86984	-122.2574	-52.53484	1.183767	62.63245	0.7892825	34.68608	59.625	-0.5	0.5	-0.5	0.5
35.26119	67.65561	-38.78094	-82.35283	-74.68109	50.04859	47.09164	7.025479	-11.26765	-0.5	0.5	-0.5	0.5
15.30351	-15.09486	-23.0213	-15.67403	40.26689	62.3467	0.3705194	-25.17202	-39.3254	0.5	-0.5	-0.5	0.5
-29.75946	24.5159	-134.6873	15.93388	4.073351	107.5589	13.82557	-28.58926	27.12838	0.5	-0.5	0.5	-0.5
38.32642	-30.73529	153.5393	7.199815	8.343651	-71.49878	-45.52623	22.39164	-82.04056	-0.5	0.5	0.5	-0.5
65.09461	102.1871	8.442624	-59.5609	-52.58504	-7.817548	-5.533707	-49.60204	-0.6250764	0.5	-0.5	0.5	-0.5
-16.2079	-62.58886	-67.87692	14.57447	59.26155	-36.91107	1.633438	3.327305	104.788	0.5	-0.5	0.5	-0.5
-0.7878403	-28.37323	-7.386511	-11.80356	8.321407	-41.43292	12.5914	20.05182	48.81943	0.5	-0.5	0.5	-0.5
133.2557	6.519109	7.576038	-112.2204	8.996073	-6.566818	-21.03523	-15.51518	-1.00922	0.5	-0.5	0.5	-0.5
-98.28522	0.5447824	-113.0471	10.02652	-5.530293	65.58601	88.2587	4.985511	47.4611	0.5	-0.5	0.5	-0.5
3.13539	-48.81239	-6.940726	25.92566	88.84145	36.55031	-29.06105	-40.02906	-29.60958	-0.5	0.5	0.5	-0.5
-46.46768	24.41418	-8.387309	0.5663405	-2.508055	17.02981	45.90134	-21.90612	-8.642498	0.5	-0.5	0.5	-0.5
102.6916	-54.08138	58.96674	-60.37804	45.90757	-60.71024	-42.31354	8.173808	1.743502	-0.5	0.5	-0.5	0.5
51.58921	34.92554	1.522851	-6.057902	-31.43926	13.70562	-45.53131	-3.486282	-15.22847	0.5	-0.5	-0.5	0.5
5.995801	-49.06424	133.015	-29.69815	31.75308	-95.31398	23.70235	17.31116	-37.70098	0.5	-0.5	0.5	-0.5
69.59373	22.54803	91.96558	-4.953105	29.70833	-60.29761	-64.64062	-52.25636	-31.66797	-0.5	0.5	-0.5	0.5
-12.05903	-33.64531	16.38578	26.68519	37.11807	19.00892	-14.62616	-3.472758	-35.3947	0.5	-0.5	-0.5	0.5
-7.610519	23.17672	-37.93702	-76.20905	-19.25169	7.963142	83.81957	-3.925036	29.97388	-0.5	0.5	0.5	-0.5
102.2173	-46.20354	54.11076	-9.334565	51.67284	1.876207	-92.88277	-5.469301	-55.98697	0.5	-0.5	0.5	-0.5
-5.629898	-74.28662	34.73316	3.828916	39.65429	-33.65255	1.800982	34.63232	-1.080606	-0.5	0.5	-0.5	0.5
25.16528	87.10272	118.9776	-25.63706	-83.611	-84.06195	0.4717769	-3.491712	-34.9156	-0.5	0.5	-0.5	0.5
109.2036	3.138371	20.62978	-33.9426	32.61713	-8.380388	-75.261	-35.7555	-12.24939	0.5	-0.5	-0.5	0.5
-45.20513	-22.60856	-35.00663	35.86848	-61.08982	57.67119	9.336647	83.69838	-22.66456	0.5	-0.5	0.5	-0.5
0.426743	-14.63671	-135.1729	-26.94492	-30.83656	61.20871	26.51818	45.47326	73.96418	-0.5	0.5	0.5	-0.5
