p1x	p1y	p1z	p2x	p2y	p2z	p3x	p3y	p3z	mu1	mu2	mu3	mu4
35.34043	-45.40561	-49.27419	-31.46669	19.43478	2.193582	-3.873744	25.97084	47.0806	0.5	-0.5	0.5	-0.5
-106.2561	-86.69255	-42.74644	90.41499	41.98096	10.30399	15.8411	44.71159	32.44245	0.5	-0.5	0.5	-0.5
9.660632	36.85163	-115.7315	-45.33848	30.96099	64.59108	35.67785	-67.81262	51.14038	-0.5	0.5	0.5	-0.5
30.20604	-39.04278	136.9371	-7.668085	22.28557	-65.12302	-22.53795	16.75721	-71.81408	0.5	-0.5	0.5	-0.5
-46.06503	-40.42426	-10.6206	56.25793	19.84335	-10.77273	-10.1929	20.58091	21.39333	-0.5	0.5	-0.5	0.5
79.33508	2.323236	-100.8896	-52.35251	14.61621	-7.397054	-26.98257	-16.93944	108.2867	0.5	-0.5	-0.5	0.5
-13.04511	-151.5577	-28.82239	-6.368502	53.7371	44.32368	19.41362	97.82058	-15.50128	0.5	-0.5	0.5	-0.5
73.59876	104.1566	25.35448	-58.46448	-60.52366	7.204961	-15.13428	-43.63298	-32.55945	-0.5	0.5	-0.5	0.5
-131.5725	-45.66881	-39.01133	42.7138	7.857991	1.929337	88.85867	37.81082	37.08199	0.5	-0.5	-0.5	0.5
13.38663	-43.37574	123.5974	-10.56079	44.27484	-60.20652	-2.825842	-0.8990994	-63.39088	-0.5	0.5	0.5	-0.5
-0.6393581	135.5678	3.075061	3.600563	-53.40041	-14.82349	-2.961205	-82.16744	11.74843	0.5	-0.5	0.5	-0.5
105.19	1.689961	67.69868	-43.23508	-23.88345	-26.01842	-61.95496	22.19349	-41.68026	-0.5	0.5	-0.5	0.5
-12.18431	-122.9809	33.98209	-16.33064	61.72611	-40.75831	28.51494	61.25478	6.776223	-0.5	0.5	-0.5	0.5
71.90777	16.27964	-2.37785	6.33277	-68.77835	41.22332	-78.24054	52.4987	-38.84547	0.5	-0.5	-0.5	0.5
61.96216	9.215393	114.951	3.29607	-20.31252	-47.50472	-65.25823	11.09713	-67.44627	0.5	-0.5	0.5	-0.5
-110.6488	71.25945	64.60063	104.0663	-34.13897	-17.42742	6.582488	-37.12048	-47.17321	-0.5	0.5	0.5	-0.5
57.96279	-25.49523	19.7981	-54.482	26.33492	15.83861	-3.480787	-0.8396846	-35.63671	0.5	-0.5	0.5	-0.5
-51.49797	13.63224	36.30068	36.24675	65.02145	5.570806	15.25122	-78.65369	-41.87149	0.5	-0.5	0.5	-0.5
-96.50541	14.99729	63.37865	3.660855	-17.51978	-53.11606	92.84456	2.52249	-10.26258	0.5	-0.5	0.5	-0.5
-6.845586	5.460406	26.56436	-9.703114	-12.30601	-36.7027	16.5487	6.845602	10.13834	0.5	-0.5	0.5	-0.5
-24.44283	74.93573	-16.32259	-25.54575	-104.9119	-18.63631	49.98858	29.9762	34.9589	0.5	-0.5	0.5	-0.5
2.114322	17.58727	60.32762	11.64997	-6.44994	-35.53135	-13.7643	-11.13733	-24.79626	-0.5	0.5	0.5	-0.5
20.63983	25.07038	17.51888	19.07632	-95.81195	-0.02033201	-39.71615	70.74157	-17.49854	0.5	-0.5	0.5	-0.5
-38.5779	-3.404229	130.2598	48.61416	-20.42828	-37.96692	-10.03626	23.83251	-92.29286	-0.5	0.5	-0.5	0.5
-45.83163	-60.15635	39.72764	88.93912	-7.321299	-55.78807	-43.10748	67.47765	16.06044	0.5	-0.5	-0.5	0.5
45.47127	-5.756783	7.844863	15.21622	44.07795	-6.534483	-60.68749	-38.32117	-1.31038	0.5	-0.5	0.5	-0.5
33.39369	-40.21172	-128.2894	-18.88296	68.76779	59.9979	-14.51073	-28.55607	68.29147	-0.5	0.5	-0.5	0.5
-63.72541	0.08075923	-28.0201	74.99341	-27.09608	-8.0291	-11.26801	27.01532	36.0492	0.5	-0.5	-0.5	0.5
12.69954	-2.512674	10.94488	-25.34706	30.38311	-18.19365	12.64752	-27.87043	7.248763	-0.5	0.5	0.5	-0.5
7.179618	31.86025	-42.27437	-57.81442	-21.73799	91.89718	50.6348	-10.12226	-49.62281	0.5	-0.5	0.5	-0.5
11.16629	-30.75587	88.31673	20.91167	22.96459	-28.25313	-32.07797	7.791272	-60.0636	-0.5	0.5	-0.5	0.5
45.26958	37.7678	58.01994	-30.39182	13.26192	-48.91534	-14.87775	-51.02973	-9.104594	-0.5	0.5	-0.5	0.5
-117.1036	11.99758	19.84111	63.09826	-39.82133	-15.57941	54.00532	27.82374	-4.261704	0.5	-0.5	-0.5	0.5
-48.05591	-23.75372	-78.91653	39.87687	-1.136299	-36.38481	8.179048	24.89002	115.3013	0.5	-0.5	0.5	-0.5
-61.65536	-114.554	24.2221	9.980411	39.76417	-4.821467	51.67495	74.78986	-19.40064	-0.5	0.5	0.5	-0.5
-113.9166	-16.37841	-6.151289	-2.941586	-9.260567	-16.80997	116.8582	25.63898	22.96126	0.5	-0.5	0.5	-0.5
45.77353	33.91424	129.0429	-31.48205	-20.49565	-11.97159	-14.29148	-13.41859	-117.0713	0.5	-0.5	0.5	-0.5
-0.4729082	22.2309	-0.3201973	6.354797	-63.45784	15.95892	-5.881888	41.22694	-15.63872	0.5	-0.5	0.5	-0.5
-79.31528	-4.266155	-7.955681	14.9947	0.2642951	-10.826	64.32058	4.00186	18.78168	0.5	-0.5	0.5	-0.5
91.74513	-90.22076	27.09597	-5.669017	9.019757	15.57304	-86.07611	81.201	-42.66902	0.5	-0.5	0.5	-0.5
-61.18742	45.063	13.05216	17.90584	-48.83424	-31.77992	43.28157	3.771235	18.72776	-0.5	0.5	0.5	-0.5
-21.97855	59.73117	-123.8174	14.33839	-2.256288	107.1757	7.640152	-57.47488	16.64164	0.5	-0.5	0.5	-0.5
101.0577	-25.99834	80.64522	-36.21285	-14.2572	-58.1087	-64.84482	40.25554	-22.53653	-0.5	0.5	-0.5	0.5
-60.29238	-49.35199	-7.657046	1.953426	42.92384	-74.4781	58.33896	6.428147	82.13514	0.5	-0.5	-0.5	0.5
-113.1968	18.888	-69.49579	91.17055	36.90262	48.08648	22.02629	-55.79062	21.40931	0.5	-0.5	0.5	-0.5
28.99766	-101.6341	-98.35985	-12.63539	49.84635	33.07538	-16.36227	51.78773	65.28447	-0.5	0.5	-0.5	0.5
-35.56417	30.86898	134.8335	-16.37515	-1.404728	-65.01661	51.93933	-29.46425	-69.81687	0.5	-0.5	-0.5	0.5
-116.5062	2.131941	-50.4484	28.41675	25.67061	-17.91026	88.08944	-27.80255	68.35866	-0.5	0.5	0.5	-0.5
-39.68891	-33.67508	-19.05118	27.73367	74.37174	14.0666	11.95524	-40.69666	4.984577	0.5	-0.5	0.5	-0.5
119.0647	12.73395	73.572	-28.69659	8.777251	-44.66886	-90.36815	-21.5112	-28.90314	-0.5	0.5	-0.5	0.5
-6.055612	-6.850163	109.9253	-9.249968	-30.68773	-66.49672	15.30558	37.5379	-43.42855	-0.5	0.5	-0.5	0.5
22.53067	45.91747	3.791955	-54.75871	-2.545903	30.77862	32.22804	-43.37157	-34.57057	0.5	-0.5	-0.5	0.5
-82.46561	78.84314	-14.13475	-16.1766	-77.46651	-10.53569	98.64221	-1.376625	24.67045	0.5	-0.5	0.5	-0.5
35.5859	-58.11366	48.16051	24.05134	52.03026	-12.95943	-59.63724	6.083407	-35.20108	-0.5	0.5	0.5	-0.5
-84.86977	-4.89164	-124.6024	34.63622	31.05116	72.79112	50.23355	-26.15952	51.8113	0.5	-0.5	0.5	-0.5
67.63631	22.63111	15.5067	-53.74492	-81.50497	5.590529	-13.89139	58.87386	-21.09723	0.5	-0.5	0.5	-0.5
108.6357	-11.46513	-107.5844	-27.63632	15.57567	70.88257	-80.99941	-4.110533	36.70185	0.5	-0.5	0.5	-0.5
-93.17575	-27.48751	-41.69486	-1.410363	46.64698	8.758764	94.58611	-19.15946	32.9361	0.5	-0.5	0.5	-0.5
-42.69517	11.85407	-140.2829	35.73056	-24.79765	72.14841	6.964609	12.94359	68.13448	0.5	-0.5	0.5	-0.5
38.48697	-74.43905	-65.85265	-68.70618	0.9372065	43.76377	30.21921	73.50185	22.08888	-0.5	0.5	0.5	-0.5
-18.96779	1.435433	-30.09385	57.806	64.06255	53.21048	-38.83822	-65.49798	-23.11663	0.5	-0.5	0.5	-0.5
15.44411	43.50878	-35.59487	-46.89317	10.57261	18.96531	31.44907	-54.08139	16.62955	-0.5	0.5	-0.5	0.5
-1.433826	29.47977	2.680672	13.21067	-40.13567	29.96093	-11.77685	10.6559	-32.6416	0.5	-0.5	-0.5	0.5
-45.49527	24.95948	10.81855	22.85946	8.282097	-31.56744	22.63581	-33.24157	20.74888	0.5	-0.5	0.5	-0.5
111.2639	-42.84772	-81.51816	-86.2362	9.958965	54.26462	-25.02771	32.88876	27.25354	-0.5	0.5	-0.5	0.5
10.31346	-2.229694	32.03772	-0.2196835	-6.632292	-59.09925	-10.09378	8.861986	27.06152	0.5	-0.5	-0.5	0.5
21.57923	76.11623	-110.2054	-16.6132	-46.61873	101.6479	-4.966029	-29.49749	8.557477	-0.5	0.5	0.5	-0.5
75.08713	-26.54378	-82.14927	-20.6937	-3.112991	-10.57901	-54.39344	29.65677	92.72829	0.5	-0.5	0.5	-0.5
66.64946	11.09817	27.94818	-32.75155	13.3158	10.50746	-33.89791	-24.41397	-38.45564	-0.5	0.5	-0.5	0.5
-43.09824	-77.19233	85.13227	24.63217	10.7527	-35.95478	18.46607	66.43963	-49.17749	-0.5	0.5	-0.5	0.5
-90.09837	-47.48522	51.3831	31.64299	-45.10511	-33.99031	58.45538	92.59033	-17.39279	0.5	-0.5	-0.5	0.5
16.44755	-107.4184	-24.08397	-39.78055	100.1324	25.07447	23.333	7.286054	-0.9904946	0.5	-0.5	0.5	-0.5
-62.33736	-120.2955	71.15256	45.10817	74.21084	-48.58269	17.2292	46.08463	-22.56987	-0.5	0.5	0.5	-0.5
119.0364	-73.52037	-80.62846	-47.54044	18.22529	35.34053	-71.49598	55.29509	45.28793	0.5	-0.5	0.5	-0.5
11.14322	-42.51885	-7.826768	39.63064	-26.39562	-11.49852	-50.77385	68.91447	19.32529	0.5	-0.5	0.5	-0.5
103.7789	-64.64153	-120.771	-59.0966	32.29265	60.34046	-44.68233	32.34888	60.43059	0.5	-0.5	0.5	-0.5
4.502718	32.07527	53.8929	65.84215	24.50727	-42.07144	-70.34487	-56.58254	-11.82145	0.5	-0.5	0.5	-0.5
36.04724	-4.165699	-23.16483	-102.3232	2.325223	15.52351	66.27594	1.840476	7.641315	0.5	-0.5	0.5	-0.5
-93.17791	-61.31633	-8.20489	72.93691	67.15322	26.70752	20.241	-5.836882	-18.50264	-0.5	0.5	0.5	-0.5
5.045075	-37.95313	128.1176	8.002654	46.40038	-65.79216	-13.04773	-8.447256	-62.32546	0.5	-0.5	0.5	-0.5
-28.45436	42.06622	6.038857	15.89137	-36.08685	-13.15446	12.56298	-5.979373	7.115604	-0.5	0.5	-0.5	0.5
10.3884	-56.06291	15.14165	4.516653	-0.6541576	20.67105	-14.90506	56.71707	-35.81269	0.5	-0.5	-0.5	0.5
-18.18526	-111.2212	63.39789	5.248723	50.75712	-39.39181	12.93653	60.46413	-24.00608	0.5	-0.5	0.5	-0.5
-102.0275	81.28733	49.60881	56.03936	-53.72669	12.68646	45.98818	-27.56064	-62.29527	-0.5	0.5	-0.5	0.5
-30.16952	-25.58859	101.8587	-26.83787	26.09113	-97.97152	57.00739	-0.5025454	-3.887141	0.5	-0.5	-0.5	0.5
66.64327	20.05453	-14.87721	-45.29583	-44.61479	-22.47873	-21.34744	24.56026	37.35595	-0.5	0.5	0.5	-0.5
31.08183	100.1158	-80.59938	-58.56379	-79.24484	23.51596	27.48197	-20.87095	57.08342	0.5	-0.5	0.5	-0.5
133.592	-32.87877	14.67429	-55.70591	0.6365215	-12.4679	-77.88611	32.24225	-2.206381	-0.5	0.5	-0.5	0.5
-106.9232	34.70155	14.1506	46.52433	48.41237	-34.47175	60.39885	-83.11391	20.32115	-0.5	0.5	-0.5	0.5
0.4361178	21.94853	41.94599	-36.61414	-35.21885	-10.54417	36.17802	13.27032	-31.40182	0.5	-0.5	-0.5	0.5
15.52981	41.60601	56.44698	-18.87185	-9.641265	-3.715257	3.342037	-31.96474	-52.73172	0.5	-0.5	0.5	-0.5
105.1982	12.76405	-117.0961	-69.42461	-14.09584	65.75609	-35.77361	1.331789	51.34005	-0.5	0.5	0.5	-0.5
49.91134	92.84023	36.17265	-34.56922	-40.5823	-30.21074	-15.34212	-52.25793	-5.961904	0.5	-0.5	0.5	-0.5
30.65161	-75.67255	28.04154	-35.18616	24.29401	-10.41277	4.534549	51.37854	-17.62877	0.5	-0.5	0.5	-0.5
1.032055	-53.88309	144.2286	8.67926	-0.5140177	-99.67908	-9.711315	54.39711	-44.54951	0.5	-0.5	0.5	-0.5
75.41877	-50.15632	-0.4287709	-26.33914	42.51311	-33.78925	-49.07963	7.643213	34.21802	0.5	-0.5	0.5	-0.5
-11.25127	-85.01822	58.36044	-10.71792	45.58912	-13.45669	21.96919	39.4291	-44.90375	0.5	-0.5	0.5	-0.5
59.90076	-23.20711	-0.95842	-42.28694	24.54124	-26.79701	-17.61382	-1.334128	27.75543	-0.5	0.5	0.5	-0.5
-31.15122	-25.89005	-65.98706	27.91829	89.25772	20.28685	3.232932	-63.36767	45.70021	0.5	-0.5	0.5	-0.5
53.65534	83.66043	119.4762	-13.1716	-10.81989	-52.72595	-40.48374	-72.84054	-66.75027	-0.5	0.5	-0.5	0.5
5.687104	-60.31263	43.43011	-16.38922	36.55211	-15.58654	10.70212	23.76051	-27.84357	0.5	-0.5	-0.5	0.5
-44.65847	60.17909	128.3539	2.386407	-30.3461	-79.36045	42.27206	-29.83299	-48.99346	0.5	-0.5	0.5	-0.5
34.63524	-30.69798	140.9699	-30.61673	7.324547	-34.01186	-4.018506	23.37344	-106.9581	-0.5	0.5	-0.5	0.5
-36.56516	12.7738	6.199615	7.695119	36.80843	0.2999966	28.87004	-49.58223	-6.499612	0.5	-0.5	-0.5	0.5
-23.58562	-2.033648	-55.16998	-6.489774	14.37748	41.21172	30.07539	-12.34384	13.95826	-0.5	0.5	0.5	-0.5
-11.92856	46.19088	-145.0621	18.06805	-16.48366	98.25796	-6.139488	-29.70722	46.8041	0.5	-0.5	0.5	-0.5
-86.68133	-36.30897	109.3193	74.83451	3.478114	-45.33067	11.84682	32.83086	-63.98864	-0.5	0.5	-0.5	0.5
59.0784	77.02171	117.5458	-21.28472	3.433012	-51.06311	-37.79367	-80.45473	-66.48266	-0.5	0.5	-0.5	0.5
39.47096	-5.836005	65.10822	-33.68812	27.02569	-51.36334	-5.782834	-21.18969	-13.74489	0.5	-0.5	-0.5	0.5
-25.76696	44.21809	100.3037	20.02029	-47.91062	-73.31517	5.746675	3.692529	-26.98851	0.5	-0.5	0.5	-0.5
-100.9841	10.63066	118.0838	52.1496	-7.842712	-97.55643	48.83451	-2.787946	-20.52741	-0.5	0.5	0.5	-0.5
-16.67247	-32.48171	-123.775	27.77963	30.48369	104.6181	-11.10716	1.998012	19.15692	0.5	-0.5	0.5	-0.5
38.76907	-30.56293	46.85613	13.75772	-10.00218	-7.709467	-52.52678	40.56511	-39.14666	0.5	-0.5	0.5	-0.5
-121.0222	93.52644	53.74265	69.27007	-32.98175	-24.03034	51.75213	-60.54469	-29.7123	0.5	-0.5	0.5	-0.5
-151.4537	-15.40209	-20.93065	36.53734	17.09798	-8.961412	114.9164	-1.695888	29.89206	0.5	-0.5	0.5	-0.5
-41.775	-30.40085	49.03473	-8.770943	-38.52927	-43.17281	50.54594	68.93013	-5.861915	0.5	-0.5	0.5	-0.5
-30.58675	-114.8266	50.15266	24.46758	56.60058	-23.31061	6.119172	58.22601	-26.84205	-0.5	0.5	0.5	-0.5
-53.17823	0.141905	-133.7855	18.45095	-9.943344	87.90726	34.72728	9.801439	45.87822	0.5	-0.5	0.5	-0.5
82.11224	81.46073	52.05189	-34.75341	-42.04979	8.585469	-47.35884	-39.41095	-60.63736	-0.5	0.5	-0.5	0.5
-60.19882	71.83878	-121.0301	32.60905	-70.18308	40.19442	27.58977	-1.655698	80.83572	0.5	-0.5	-0.5	0.5
-23.54978	-30.36777	36.04504	44.86116	22.95729	6.997759	-21.31138	7.410481	-43.0428	0.5	-0.5	0.5	-0.5
129.4726	31.60076	2.928981	-11.74767	-11.33189	-26.17808	-117.725	-20.26887	23.2491	-0.5	0.5	-0.5	0.5
21.29489	-30.97734	-47.87409	47.51483	47.43798	31.6255	-68.80972	-16.46063	16.24859	0.5	-0.5	-0.5	0.5
65.61874	73.96356	-0.570857	-33.29141	-112.7363	-17.1115	-32.32733	38.7727	17.68236	-0.5	0.5	0.5	-0.5
-35.15185	-115.9136	-69.11074	19.79973	42.1891	5.41118	15.35211	73.72446	63.69956	0.5	-0.5	0.5	-0.5
-77.05227	13.47449	139.4376	25.98822	5.089991	-100.1358	51.06405	-18.56448	-39.30183	-0.5	0.5	-0.5	0.5
43.12374	-23.07828	82.75293	-38.68575	-27.59885	-106.2561	-4.437989	50.67712	23.50316	-0.5	0.5	-0.5	0.5
-77.67841	-70.11452	30.44009	-15.0459	0.3515248	-41.4707	92.72431	69.76299	11.03061	0.5	-0.5	-0.5	0.5
-56.16538	-36.30665	-34.31152	5.978729	19.16046	100.0669	50.18665	17.14619	-65.75543	0.5	-0.5	0.5	-0.5
14.56381	-58.24964	34.24043	-9.426705	35.59546	5.843585	-5.137108	22.65418	-40.08402	-0.5	0.5	0.5	-0.5
-64.19466	-20.44205	9.653099	68.4107	35.46154	7.917848	-4.21604	-15.01949	-17.57095	0.5	-0.5	0.5	-0.5
-103.1875	82.47998	-36.97461	35.75137	-80.99653	56.22078	67.43616	-1.48345	-19.24617	0.5	-0.5	0.5	-0.5
-20.6289	-26.05581	69.23621	6.72882	37.59655	-46.56111	13.90008	-11.54075	-22.6751	0.5	-0.5	0.5	-0.5
34.36346	15.2259	96.32879	-39.79233	-50.27663	-94.72629	5.428864	35.05073	-1.602503	0.5	-0.5	0.5	-0.5
-51.72142	19.70986	84.54589	39.13542	-30.63062	-22.54409	12.586	10.92076	-62.0018	0.5	-0.5	0.5	-0.5
-23.19813	18.46151	-37.06503	-12.90725	9.51972	38.62614	36.10538	-27.98123	-1.56111	-0.5	0.5	0.5	-0.5
121.0941	98.6749	-8.997373	-53.08693	-62.63472	15.2557	-68.0072	-36.04018	-6.258324	0.5	-0.5	0.5	-0.5
-22.0858	-29.67768	52.95931	-56.14716	38.76386	-6.083081	78.23295	-9.086188	-46.87623	-0.5	0.5	-0.5	0.5
23.33974	-124.65	-102.3363	-6.864341	75.92071	28.10839	-16.4754	48.72927	74.2279	0.5	-0.5	-0.5	0.5
75.34931	-27.73053	31.97574	-66.61213	3.922952	-19.88132	-8.737181	23.80758	-12.09443	0.5	-0.5	0.5	-0.5
42.92299	51.31717	-105.5805	6.454555	-77.54488	29.93532	-49.37755	26.22771	75.6452	-0.5	0.5	-0.5	0.5
21.17955	-22.54058	74.27422	-15.29407	21.80288	-114.303	-5.88548	0.7377016	40.02873	0.5	-0.5	-0.5	0.5
15.67997	17.91237	146.6562	-15.16893	-16.97228	-83.56434	-0.5110345	-0.9400976	-63.09187	-0.5	0.5	0.5	-0.5
-1.686338	-17.38862	-141.0007	-26.1232	27.7061	70.07057	27.80954	-10.31748	70.93014	0.5	-0.5	0.5	-0.5
-20.08724	97.85501	64.47678	-16.83546	-86.19006	-31.94489	36.9227	-11.66495	-32.53189	-0.5	0.5	-0.5	0.5
-11.58103	-147.2884	-29.84699	25.12807	113.211	3.483023	-13.54704	34.07735	26.36397	-0.5	0.5	-0.5	0.5
-31.95089	84.75043	99.09766	-27.04857	-42.65936	-72.7567	58.99946	-42.09108	-26.34096	0.5	-0.5	-0.5	0.5
-84.39664	-116.9069	47.15022	56.43155	90.54524	-21.91355	27.96508	26.3617	-25.23667	0.5	-0.5	0.5	-0.5
-29.90374	-7.379079	4.611027	41.24621	18.51785	17.9118	-11.34248	-11.13877	-22.52282	-0.5	0.5	0.5	-0.5
-33.72031	82.75377	-101.4726	36.92432	-44.1593	31.00361	-3.204009	-38.59447	70.469	0.5	-0.5	0.5	-0.5
44.90125	64.20487	82.94951	-59.53693	-54.88525	-65.5502	14.63568	-9.319621	-17.39931	0.5	-0.5	0.5	-0.5
10.2459	65.21999	-115.5702	-15.11161	-46.466	14.63632	4.865713	-18.75399	100.9339	0.5	-0.5	0.5	-0.5
8.457212	28.11087	33.2302	-1.332653	5.059816	-2.996613	-7.124559	-33.17069	-30.23359	0.5	-0.5	0.5	-0.5
3.056599	-14.80189	-56.44138	-8.78808	14.02973	16.81829	5.731481	0.7721564	39.62309	0.5	-0.5	0.5	-0.5
13.59792	53.84927	17.69683	26.28866	29.41734	14.38236	-39.88658	-83.2666	-32.07919	-0.5	0.5	0.5	-0.5
24.15213	-67.0862	-7.730318	-10.43658	-13.35239	-10.95179	-13.71555	80.43859	18.6821	0.5	-0.5	0.5	-0.5
15.44915	32.08518	-35.7236	-50.97027	26.46655	24.28214	35.52112	-58.55173	11.44146	-0.5	0.5	-0.5	0.5
-0.3117711	-29.92894	146.4485	-1.483801	27.37004	-37.07857	1.795572	2.558905	-109.3699	0.5	-0.5	-0.5	0.5
25.93952	67.7909	129.8451	-7.756425	-54.0587	-105.3221	-18.18309	-13.7322	-24.52298	0.5	-0.5	0.5	-0.5
-20.98473	24.77171	-156.9409	-21.08597	3.206751	69.60967	42.0707	-27.97846	87.33122	-0.5	0.5	-0.5	0.5
39.32121	-19.09723	-7.419246	-50.89113	43.49605	-1.186144	11.56992	-24.39882	8.60539	0.5	-0.5	-0.5	0.5
-95.68767	43.84906	56.43474	51.43325	1.535447	-58.53308	44.25442	-45.38451	2.098341	-0.5	0.5	0.5	-0.5
93.9128	-18.82544	-88.70768	-73.38051	53.70002	55.24588	-20.53229	-34.87458	33.4618	0.5	-0.5	0.5	-0.5
4.746181	45.63759	110.1579	41.54744	-4.85289	-60.41869	-46.29362	-40.7847	-49.7392	-0.5	0.5	-0.5	0.5
-67.26378	-112.2197	-20.9839	14.61169	63.98576	-6.286046	52.6521	48.23395	27.26994	-0.5	0.5	-0.5	0.5
3.668493	92.12528	-100.0687	34.29278	-62.5142	51.74374	-37.96128	-29.61108	48.32493	0.5	-0.5	-0.5	0.5
-75.60394	56.14575	63.15013	58.21641	-16.33958	-73.48523	17.38753	-39.80617	10.3351	0.5	-0.5	0.5	-0.5
8.326121	46.27459	106.7302	26.56226	24.53841	-95.02524	-34.88838	-70.81301	-11.70499	-0.5	0.5	0.5	-0.5
-49.83422	-0.04617789	-95.56217	15.81798	-18.60912	-23.78957	34.01624	18.65529	119.3517	0.5	-0.5	0.5	-0.5
-2.19835	-24.97741	119.0441	57.12966	14.95597	-90.63387	-54.93131	10.02145	-28.41023	0.5	-0.5	0.5	-0.5
62.62812	1.442853	18.44079	-25.31829	3.693294	-37.88026	-37.30983	-5.136147	19.43947	0.5	-0.5	0.5	-0.5
25.42589	-3.363111	101.7585	-8.564086	-13.20362	-115.3088	-16.8618	16.56673	13.55026	0.5	-0.5	0.5	-0.5
-68.7997	34.81078	38.61116	15.65847	-41.1181	-93.16245	53.14124	6.307317	54.55129	0.5	-0.5	0.5	-0.5
-24.96238	60.40883	-0.9476739	3.425912	-83.70553	5.851059	21.53647	23.2967	-4.903385	-0.5	0.5	0.5	-0.5
-103.0637	-56.02766	70.99119	70.812	13.34092	-23.94008	32.2517	42.68674	-47.05111	0.5	-0.5	0.5	-0.5
52.49128	96.15488	29.45356	-13.70525	-74.91973	-45.3067	-38.78604	-21.23515	15.85314	-0.5	0.5	-0.5	0.5
-17.09985	-56.93873	-27.41024	-0.7591527	5.862249	21.64878	17.859	51.07648	5.761456	0.5	-0.5	-0.5	0.5
35.5237	-2.698719	87.3863	-13.88324	-4.174216	-57.88977	-21.64045	6.872936	-29.49653	0.5	-0.5	0.5	-0.5
-30.19312	37.32546	-141.1396	6.465506	-4.956659	75.26909	23.72762	-32.3688	65.87051	-0.5	0.5	-0.5	0.5
41.79683	-133.4317	15.81514	-24.71819	36.32105	7.886416	-17.07864	97.11061	-23.70156	0.5	-0.5	-0.5	0.5
11.3107	-140.2823	47.17348	29.90462	61.82238	-40.7683	-41.21531	78.45996	-6.405181	-0.5	0.5	0.5	-0.5
127.6525	51.24243	-65.2019	-66.66534	-55.37718	49.92621	-60.98716	4.134749	15.27569	0.5	-0.5	0.5	-0.5
-119.1105	-22.07559	17.53477	115.6968	-20.24355	-10.10354	3.413719	42.31915	-7.431231	-0.5	0.5	-0.5	0.5
-78.7025	66.62566	98.41053	24.63728	-61.77397	-42.20473	54.06522	-4.851685	-56.2058	-0.5	0.5	-0.5	0.5
16.08464	-107.616	27.38867	22.63958	23.79433	0.1268293	-38.72422	83.82165	-27.51549	0.5	-0.5	-0.5	0.5
-94.78875	7.521117	3.459996	53.65859	-7.481688	3.475424	41.13016	-0.03942914	-6.93542	0.5	-0.5	0.5	-0.5
15.4182	-40.98632	4.574322	6.874036	46.03226	-6.081553	-22.29223	-5.04594	1.507231	-0.5	0.5	0.5	-0.5
134.8243	31.60419	-53.06552	-87.39785	-53.67538	2.068157	-47.42649	22.07119	50.99736	0.5	-0.5	0.5	-0.5
-73.19832	93.06162	-37.38893	0.2943364	-4.805897	-2.512905	72.90398	-88.25573	39.90184	0.5	-0.5	0.5	-0.5
-9.153024	-21.28087	-0.6042622	5.901502	0.853376	23.71957	3.251522	20.42749	-23.11531	0.5	-0.5	0.5	-0.5
107.1005	-25.40223	-13.3544	1.510122	-13.29644	-12.55517	-108.6106	38.69867	25.90957	0.5	-0.5	0.5	-0.5
34.23519	14.82614	124.2939	-31.98597	-8.57392	-119.6597	-2.249219	-6.252218	-4.63424	0.5	-0.5	0.5	-0.5
64.09657	36.29378	18.05293	21.3782	-72.0652	11.10021	-85.47477	35.77142	-29.15313	-0.5	0.5	0.5	-0.5
-2.732333	-50.71944	-7.13212	21.25511	38.05597	-27.44149	-18.52278	12.66347	34.57361	0.5	-0.5	0.5	-0.5
111.941	99.25729	58.27876	-47.48462	-66.10412	-55.99619	-64.45639	-33.15317	-2.282567	-0.5	0.5	-0.5	0.5
19.45674	85.90612	26.01309	-13.42832	-49.71869	-4.73699	-6.028421	-36.18743	-21.2761	0.5	-0.5	-0.5	0.5
-32.74935	-64.62838	42.91678	38.59097	-6.591414	-7.346556	-5.841618	71.21979	-35.57023	0.5	-0.5	0.5	-0.5
-37.13689	-22.27884	40.71521	7.233537	17.91752	-16.76113	29.90335	4.361324	-23.95408	-0.5	0.5	-0.5	0.5
42.16121	-23.27981	59.01477	-8.257339	24.53157	-13.49941	-33.90387	-1.251761	-45.51536	0.5	-0.5	-0.5	0.5
-54.07165	28.63119	37.12592	62.93007	-54.86818	-30.50306	-8.858413	26.23699	-6.622863	-0.5	0.5	0.5	-0.5
101.3011	-17.59804	102.5296	-31.09343	31.76955	-89.88833	-70.2077	-14.17151	-12.64123	0.5	-0.5	0.5	-0.5
-7.286379	-103.3624	56.96979	-14.32866	49.29796	-38.48552	21.61504	54.06447	-18.48427	-0.5	0.5	-0.5	0.5
-86.96325	-77.36975	-102.7106	62.19995	39.79559	79.64047	24.7633	37.57416	23.07009	-0.5	0.5	-0.5	0.5
-88.0934	43.74738	89.54505	67.6748	-39.82692	-45.34811	20.41859	-3.920455	-44.19694	0.5	-0.5	-0.5	0.5
52.97478	59.70419	-3.638871	12.59847	-53.35647	1.845619	-65.57324	-6.347725	1.793253	0.5	-0.5	0.5	-0.5
14.34507	97.27747	-54.39384	-72.03133	-29.81831	46.97784	57.68626	-67.45916	7.416	-0.5	0.5	0.5	-0.5
