nosym
-28	28	29
-6	6	7
-150	100	126
-0.000689613	-0.0241596	-0.000805519	
-0.000686896	-0.0221339	-0.000348497	
-0.00068134	-0.0203066	4.30327e-05	
-0.000672976	-0.0186552	0.000375401	
-0.000662625	-0.0171609	0.000657202	
-0.000647778	-0.0157722	0.000907826	
-0.00063496	-0.0145797	0.00108245	
-0.000628127	-0.0134545	0.0012497	
-0.000603669	-0.0124148	0.00139105	
-0.000593863	-0.011509	0.00148016	
-0.000552581	-0.0106316	0.00158605	
-0.00022485	-0.00212368	-0.00132114	
-0.000241625	-0.00223954	-0.00135128	
-0.000247182	-0.00236687	-0.00138561	
-0.000250895	-0.00249771	-0.00143607	
-0.000259935	-0.00263881	-0.00146901	
-0.00027274	-0.00281131	-0.00151017	
-0.000284485	-0.00298351	-0.00156576	
-0.000292243	-0.00317001	-0.00161321	
-0.000334128	-0.00336052	-0.00170073	
-0.000376425	-0.00355403	-0.00178953	
-0.000379512	-0.00379629	-0.00179556	
-0.000363831	-0.00407911	-0.00181268	
-0.000372549	-0.00439621	-0.0018761	
-0.000382408	-0.00470465	-0.00193077	
-0.000392266	-0.00501309	-0.00198544	
-0.000410497	-0.00531257	-0.00205721	
-0.000442332	-0.00568926	-0.00210449	
-0.000461007	-0.00612374	-0.0021041	
-0.000474754	-0.00655692	-0.0021181	
-0.000494899	-0.00698153	-0.0021455	
-0.000520339	-0.007449	-0.00225302	
-0.00054489	-0.00798276	-0.00232468	
-0.000581405	-0.00856418	-0.00228977	
-0.000589742	-0.00925545	-0.00235229	
-0.000618266	-0.00996822	-0.0023657	
-0.000636995	-0.0107396	-0.00235956	
-0.000657964	-0.011624	-0.00236136	
-0.000697071	-0.0125335	-0.00238014	
-0.000710125	-0.013615	-0.00230566	
-0.000747935	-0.0147426	-0.00224874	
-0.000766028	-0.0159461	-0.00218171	
-0.000788471	-0.0173548	-0.00207683	
-0.000811231	-0.0188703	-0.00194889	
-0.000833068	-0.0205446	-0.00178885	
-0.000853566	-0.0223976	-0.00159197	
-0.000872551	-0.0244519	-0.00135348	
-0.000889575	-0.0267315	-0.00106795	
-0.000904162	-0.0292664	-0.000729501	
-0.000915862	-0.0320895	-0.000331684	
-0.000923932	-0.035238	0.000131998	
-0.000928356	-0.0387546	0.000669924	
-0.000928271	-0.0426887	0.00129137	
-0.000923404	-0.0470954	0.0020019	
-0.000913128	-0.0520384	0.00281621	
-0.000896157	-0.057593	0.0037391	
-0.000873884	-0.0638412	0.00478445	
-0.000844466	-0.0708816	0.0059675	
-0.000807174	-0.0788245	0.00729649	
-0.000763549	-0.0877967	0.00879355	
-0.000713134	-0.0979481	0.0104762	
-0.000656531	-0.109446	0.0123605	
-0.00059459	-0.122492	0.0144798	
-0.000529678	-0.137317	0.0168617	
-0.000465076	-0.15419	0.0195392	
-0.000409996	-0.173429	0.0225596	
-0.000356392	-0.195402	0.0259773	
-0.000325837	-0.220547	0.0298417	
-0.000322723	-0.249356	0.0342231	
-0.000356001	-0.282436	0.039215	
-0.000442323	-0.320461	0.0448712	
-0.000591084	-0.364206	0.0513147	
-0.000816448	-0.414587	0.0586496	
-0.00111964	-0.472617	0.066986	
-0.00150209	-0.539436	0.0764175	
-0.00194716	-0.616313	0.0868916	
-0.00244524	-0.704439	0.098081	
-0.00292009	-0.804466	0.108799	
-0.00328812	-0.915476	0.11636	
-0.00341121	-1.03266	0.11615	
-0.00313954	-1.14493	0.103539	
-0.00251237	-1.23733	0.0796966	
-0.00180492	-1.30101	0.05285	
-0.00122879	-1.33875	0.0310193	
-0.000859543	-1.35879	0.0162857	
-0.000657559	-1.36814	0.00677605	
-0.000586185	-1.37076	-0.00021917	
-0.000623487	-1.36775	-0.00727315	
-0.000780853	-1.35782	-0.017058	
-0.00107224	-1.33681	-0.0321961	
-0.00154844	-1.29766	-0.0544123	
-0.00210803	-1.23211	-0.0812189	
-0.00259403	-1.13828	-0.104348	
-0.00282148	-1.02582	-0.11578	
-0.00278095	-0.909693	-0.115104	
-0.00255514	-0.800441	-0.107097	
-0.00224783	-0.702358	-0.0962948	
-0.00192614	-0.616077	-0.085316	
-0.00160589	-0.540769	-0.0751254	
-0.00131657	-0.475125	-0.0660429	
-0.00106463	-0.417947	-0.058046	
-0.000854932	-0.368066	-0.0510186	
-0.000693387	-0.324528	-0.0448313	
-0.000578905	-0.28649	-0.0393612	
-0.000507365	-0.25324	-0.034505	
-0.000475737	-0.224157	-0.0301934	
-0.000472055	-0.198698	-0.0263577	
-0.000496187	-0.176395	-0.0229423	
-0.000533707	-0.156834	-0.0199033	
-0.000581902	-0.139655	-0.017195	
-0.00063414	-0.124548	-0.0147821	
-0.000686781	-0.111247	-0.0126279	
-0.000736618	-0.0995236	-0.0107034	
-0.000782345	-0.0891725	-0.00899132	
-0.000822995	-0.0800234	-0.00746414	
-0.000857719	-0.0719243	-0.0061047	
-0.000885194	-0.0647469	-0.00489957	
-0.000906357	-0.0583766	-0.00383162	
-0.000922009	-0.0527174	-0.00289007	
-0.000931596	-0.0476785	-0.0020607	
-0.00093593	-0.0431929	-0.00133564	
-0.000935369	-0.0391887	-0.000703732	
-0.000930589	-0.0356105	-0.00015547	
-0.000922469	-0.032408	0.000318802	
-0.000910712	-0.0295384	0.000724488	
-0.000896202	-0.0269623	0.00106978	
-0.000879047	-0.0246468	0.00136061	
-0.000860046	-0.0225617	0.00160452	
-0.000839508	-0.0206817	0.00180519	
-0.000817732	-0.0189833	0.0019691	
-0.000795066	-0.0174475	0.0020996	
-0.000775155	-0.016017	0.00219934	
-0.000750791	-0.0147973	0.00227377	
-0.000734649	-0.0136078	0.00234265	
-0.000701341	-0.0126031	0.00236197	
-0.000682579	-0.011664	0.0024196	
-0.000629307	-0.010747	0.00238265	
-0.000238881	-0.00209158	-0.00145199	
-0.000257118	-0.00222039	-0.00147624	
-0.000262157	-0.00235719	-0.00153381	
-0.000264082	-0.00250222	-0.00158166	
-0.000275321	-0.00264127	-0.0016307	
-0.00028816	-0.00281725	-0.00168171	
-0.000298984	-0.00298795	-0.00174228	
-0.000326506	-0.00317019	-0.00181632	
-0.000367607	-0.00335837	-0.00190016	
-0.000404849	-0.00354753	-0.00200841	
-0.000412107	-0.00377219	-0.00207971	
-0.000392069	-0.00403969	-0.00208827	
-0.000395747	-0.00438818	-0.00218319	
-0.000405606	-0.00469663	-0.00223786	
-0.000427373	-0.00499037	-0.00232052	
-0.00045184	-0.00527981	-0.00241082	
-0.000465171	-0.0056313	-0.0024751	
-0.00049676	-0.00603731	-0.002543	
-0.000518849	-0.00649257	-0.00257974	
-0.000532109	-0.006977	-0.00266925	
-0.000581703	-0.00749231	-0.0027983	
-0.000614682	-0.00803288	-0.00290068	
-0.000626584	-0.00863718	-0.00295904	
-0.000663162	-0.00931699	-0.00305903	
-0.000720307	-0.0100479	-0.00313114	
-0.000714974	-0.0108403	-0.00316984	
-0.000762789	-0.0117149	-0.00326107	
-0.000788425	-0.0126637	-0.0033455	
-0.000842777	-0.0136761	-0.00341431	
-0.000853444	-0.0148374	-0.00344334	
-0.000883236	-0.0160784	-0.00349259	
-0.000921818	-0.0175135	-0.00353221	
-0.000957131	-0.019055	-0.00355588	
-0.000992765	-0.020758	-0.00356575	
-0.00102862	-0.0226425	-0.00355971	
-0.00106421	-0.0247315	-0.00353607	
-0.00109962	-0.0270502	-0.00349301	
-0.00113428	-0.0296279	-0.0034279	
-0.0011681	-0.032499	-0.0033389	
-0.00120032	-0.0356993	-0.00322371	
-0.00123101	-0.039271	-0.0030793	
-0.00125955	-0.0432664	-0.00290517	
-0.0012867	-0.0477368	-0.00270024	
-0.00131004	-0.0527503	-0.00246234	
-0.00133021	-0.0583799	-0.00219238	
-0.00134681	-0.064707	-0.00189095	
-0.00136024	-0.0718315	-0.00155676	
-0.0013685	-0.0798665	-0.00119674	
-0.00136989	-0.088932	-0.000805185	
-0.00136703	-0.0991885	-0.000387851	
-0.00135947	-0.110797	4.82197e-05	
-0.00134339	-0.123973	0.000504036	
-0.00132316	-0.138927	0.000963498	
-0.00129651	-0.155954	0.0014375	
-0.00126247	-0.175359	0.00189513	
-0.00122171	-0.197525	0.00235001	
-0.00117357	-0.222885	0.00277807	
-0.00111995	-0.251958	0.00319628	
-0.00106106	-0.285331	0.00355947	
-0.000997755	-0.323688	0.00387003	
-0.000932238	-0.367828	0.00411717	
-0.000860669	-0.418658	0.00429406	
-0.000787703	-0.477197	0.00438676	
-0.000712821	-0.544559	0.00440164	
-0.000639022	-0.621894	0.00433703	
-0.000558825	-0.71013	0.00414024	
-0.000487823	-0.809315	0.00391356	
-0.000419663	-0.917666	0.00358753	
-0.000351117	-1.02969	0.0031848	
-0.000296669	-1.13562	0.00269716	
-0.000249291	-1.22418	0.00228124	
-0.000199649	-1.28857	0.00166362	
-0.000161558	-1.32956	0.00116533	
-0.000146677	-1.3527	0.000755861	
-0.00013007	-1.36406	0.000357089	
-0.000120257	-1.36724	4.80346e-05	
-0.000126288	-1.36353	-0.000365102	
-0.000129509	-1.35164	-0.000752446	
-0.000151186	-1.32738	-0.00116469	
-0.000162536	-1.28498	-0.00164283	
-0.000203143	-1.21907	-0.00218805	
-0.000259872	-1.12939	-0.0027365	
-0.000320978	-1.02331	-0.00326115	
-0.000389485	-0.912174	-0.00368759	
-0.000458662	-0.805424	-0.00403018	
-0.00055138	-0.708049	-0.00428216	
-0.000625022	-0.621588	-0.00444493	
-0.000707885	-0.545777	-0.00450461	
-0.000785613	-0.47961	-0.00446075	
-0.000862435	-0.421908	-0.00436587	
-0.00093589	-0.371597	-0.00418014	
-0.00100433	-0.327685	-0.00393353	
-0.0010699	-0.289331	-0.00362215	
-0.00112757	-0.255808	-0.00325958	
-0.00117855	-0.226496	-0.00285493	
-0.00122248	-0.200833	-0.00241906	
-0.00126379	-0.178346	-0.00195771	
-0.0012994	-0.158613	-0.00148603	
-0.00132603	-0.141289	-0.00100658	
-0.00134751	-0.126051	-0.000536883	
-0.00136441	-0.112628	-7.14553e-05	
-0.00137422	-0.100786	0.000373598	
-0.00137729	-0.0903289	0.000798286	
-0.00137504	-0.0810846	0.00119438	
-0.00136778	-0.0728919	0.00156728	
-0.00135539	-0.0656287	0.00190644	
-0.00133879	-0.0591789	0.00221515	
-0.00131829	-0.0534407	0.00248907	
-0.00129537	-0.0483327	0.00272921	
-0.00126818	-0.0437792	0.00293693	
-0.00123937	-0.0397137	0.00311271	
-0.00120862	-0.0360784	0.00325877	
-0.00117606	-0.032824	0.00337589	
-0.00114277	-0.029906	0.00346676	
-0.00110803	-0.0272867	0.00353378	
-0.00107273	-0.0249312	0.00357769	
-0.00103711	-0.0228109	0.00360226	
-0.00100125	-0.0208979	0.00360773	
-0.000965412	-0.0191706	0.00359795	
-0.000930125	-0.0176088	0.00357404	
-0.000891774	-0.0161604	0.00352113	
-0.000861952	-0.0149115	0.00350336	
-0.0007967	-0.0137563	0.00342349	
-0.00079583	-0.0126821	0.00335571	
-0.000762063	-0.0117169	0.00332368	
-0.000712262	-0.0108561	0.00322602	
-0.000255146	-0.0020543	-0.0015806	
-0.000269847	-0.00218093	-0.00163358	
-0.000281866	-0.00230991	-0.00168893	
-0.000283791	-0.00245494	-0.00173677	
-0.000293494	-0.00261203	-0.00179902	
-0.000305911	-0.00278934	-0.00186105	
-0.000319262	-0.00297652	-0.00192033	
-0.000343736	-0.00316264	-0.00200196	
-0.000380513	-0.00335192	-0.00211316	
-0.000417289	-0.0035412	-0.00222435	
-0.000425163	-0.00377528	-0.00230594	
-0.000419089	-0.00402433	-0.00236706	
-0.000419327	-0.00437786	-0.00249037	
-0.000444984	-0.00466862	-0.00258299	
-0.000470434	-0.00495782	-0.00267431	
-0.000479328	-0.00525133	-0.00274846	
-0.000489595	-0.00558515	-0.00281408	
-0.000520425	-0.00600027	-0.00290008	
-0.000592115	-0.00645311	-0.0030996	
-0.00062747	-0.00695816	-0.00319559	
-0.000655326	-0.00752198	-0.00331961	
-0.000686114	-0.00804045	-0.00344986	
-0.000690276	-0.00862984	-0.00360566	
-0.000730302	-0.00930539	-0.00376234	
-0.000785705	-0.0100158	-0.00387655	
-0.000810431	-0.0107952	-0.00400292	
-0.000819836	-0.011709	-0.0041792	
-0.00087669	-0.0126355	-0.00432091	
-0.000932745	-0.0137205	-0.00448086	
-0.000964592	-0.014867	-0.00468245	
-0.00100757	-0.0161034	-0.00482198	
-0.00105693	-0.0175478	-0.00500453	
-0.00110498	-0.0190988	-0.0051813	
-0.00115468	-0.0208127	-0.00536344	
-0.00120595	-0.0227092	-0.0055504	
-0.00125869	-0.0248099	-0.005744	
-0.00131274	-0.0271417	-0.00594468	
-0.00136776	-0.0297321	-0.00615478	
-0.00142396	-0.0326154	-0.0063767	
-0.00148089	-0.035828	-0.00661176	
-0.00153814	-0.0394125	-0.00686345	
-0.00159603	-0.0434174	-0.00713755	
-0.00165446	-0.0478963	-0.00743967	
-0.00171294	-0.0529119	-0.00777594	
-0.00177071	-0.0585367	-0.00815844	
-0.00182774	-0.0648526	-0.00859901	
-0.00188266	-0.0719593	-0.00911331	
-0.00193434	-0.079963	-0.00971401	
-0.0019848	-0.0889894	-0.0104265	
-0.00202931	-0.0991866	-0.0112707	
-0.00206828	-0.110722	-0.0122791	
-0.00210068	-0.123796	-0.0134875	
-0.00212395	-0.138631	-0.0149304	
-0.00213263	-0.155496	-0.0166656	
-0.00212366	-0.174716	-0.0187484	
-0.00208984	-0.196654	-0.0212488	
-0.00202464	-0.221739	-0.0242255	
-0.00192381	-0.250464	-0.0277828	
-0.0017736	-0.283436	-0.0320242	
-0.00155924	-0.321325	-0.0370547	
-0.00127474	-0.364916	-0.0429977	
-0.000908244	-0.415119	-0.0499769	
-0.000456234	-0.47296	-0.058124	
7.82906e-05	-0.539609	-0.0675128	
0.000672914	-0.616296	-0.0781457	
0.00131252	-0.704199	-0.0896341	
0.00194007	-0.804056	-0.100862	
0.00245333	-0.914872	-0.109094	
0.00270567	-1.03188	-0.10968	
0.00255999	-1.14405	-0.0980869	
0.00204628	-1.2364	-0.0752301	
0.00142578	-1.30014	-0.0495305	
0.000919363	-1.33789	-0.0286759	
0.000594699	-1.35803	-0.014837	
0.000417225	-1.36746	-0.00606227	
0.000356849	-1.37009	0.00021675	
0.000390548	-1.36706	0.00658838	
0.000532901	-1.35704	0.0156205	
0.000783023	-1.33596	0.0299364	
0.00120467	-1.29667	0.0511838	
0.0017237	-1.23104	0.0768535	
0.00210352	-1.13725	0.0987797	
0.00219697	-1.02495	0.109171	
0.0020094	-0.909034	0.107609	
0.00162729	-0.799996	0.0989403	
0.00116189	-0.702142	0.0876696	
0.000671868	-0.616072	0.0763418	
0.000191121	-0.540934	0.0660606	
-0.000256993	-0.475487	0.0570253	
-0.000665446	-0.418488	0.0492437	
-0.00102238	-0.368774	0.0425828	
-0.00132468	-0.325384	0.0368965	
-0.00156529	-0.287483	0.0320507	
-0.00175249	-0.254345	0.0279356	
-0.0018888	-0.225351	0.0244449	
-0.00198143	-0.199959	0.0214958	
-0.00203814	-0.177699	0.0190175	
-0.00207054	-0.158162	0.016927	
-0.00207838	-0.140985	0.0151844	
-0.00207007	-0.125872	0.0137169	
-0.00204943	-0.112547	0.0124961	
-0.00201877	-0.100783	0.01147	
-0.00197914	-0.0903854	0.0106089	
-0.00193376	-0.0811838	0.00988379	
-0.00188384	-0.0730207	0.00927266	
-0.00183112	-0.0657754	0.00874867	
-0.00177605	-0.0593348	0.00829695	
-0.00171984	-0.0536	0.00790295	
-0.00166245	-0.0484901	0.00755557	
-0.00160546	-0.0439287	0.00724466	
-0.00154755	-0.0398535	0.00696373	
-0.00149072	-0.0362079	0.0067042	
-0.00143374	-0.0329413	0.00646451	
-0.00137785	-0.0300107	0.00623889	
-0.00132288	-0.0273781	0.00602451	
-0.0012688	-0.0250096	0.00581964	
-0.00121626	-0.0228761	0.00562213	
-0.001165	-0.0209525	0.00543147	
-0.00111506	-0.0192142	0.00524612	
-0.00106667	-0.0176422	0.00506541	
-0.00101843	-0.0161861	0.00487614	
-0.00097673	-0.0149226	0.00473736	
-0.000923352	-0.0137556	0.00454276	
-0.000884823	-0.0126764	0.0043964	
-0.000852189	-0.0116992	0.00418815	
-0.000800108	-0.0108062	0.00406125	
-0.00026704	-0.00201661	-0.00172036	
-0.000282576	-0.00214148	-0.00179092	
-0.000297276	-0.00226811	-0.0018439	
-0.0003035	-0.00240766	-0.00189189	
-0.00031309	-0.00257186	-0.0019691	
-0.000323654	-0.0027415	-0.00204207	
-0.000337005	-0.00292868	-0.00210135	
-0.000361855	-0.00313369	-0.00220479	
-0.000392953	-0.00334559	-0.0023291	
-0.00042973	-0.00353487	-0.00244029	
-0.00043822	-0.00377837	-0.00253216	
-0.000441685	-0.00405982	-0.00264019	
-0.000456731	-0.00429387	-0.00277253	
-0.000480215	-0.00457622	-0.0028873	
-0.000509466	-0.00488531	-0.00299747	
-0.00053317	-0.00520864	-0.00311559	
-0.000529834	-0.00553279	-0.00320017	
-0.00057069	-0.00595343	-0.00341005	
-0.000623343	-0.00640313	-0.00357601	
-0.000662187	-0.00689023	-0.00368384	
-0.000702414	-0.00739868	-0.00384676	
-0.000712433	-0.00794536	-0.00400052	
-0.000766504	-0.00857747	-0.00424397	
-0.000795711	-0.00925455	-0.00444417	
-0.000842595	-0.00995731	-0.00466855	
-0.000896634	-0.0107549	-0.00482678	
-0.000934233	-0.0116235	-0.00511004	
-0.000975609	-0.0125777	-0.00532691	
-0.00105624	-0.0136413	-0.00559825	
-0.00108598	-0.0147883	-0.00588046	
-0.00113082	-0.0160234	-0.00614918	
-0.00119258	-0.017456	-0.0064782	
-0.00125338	-0.0190014	-0.00680912	
-0.00131708	-0.0207087	-0.00716272	
-0.001384	-0.0225963	-0.00754241	
-0.00145401	-0.0246865	-0.00795165	
-0.00152701	-0.0270044	-0.00839532	
-0.00160288	-0.0295783	-0.00887888	
-0.00168143	-0.0324401	-0.00940957	
-0.00176284	-0.0356276	-0.00999265	
-0.0018466	-0.0391812	-0.0106364	
-0.0019337	-0.0431469	-0.0113516	
-0.00202443	-0.0475748	-0.0121518	
-0.00211829	-0.0525263	-0.0130538	
-0.00221397	-0.0580697	-0.014077	
-0.00231066	-0.0642894	-0.0152482	
-0.0024073	-0.0712746	-0.0165906	
-0.00250253	-0.0791302	-0.0181359	
-0.00259875	-0.0879795	-0.0199272	
-0.00268994	-0.0979647	-0.0220075	
-0.00277846	-0.109248	-0.0244238	
-0.00285563	-0.122005	-0.027242	
-0.00292153	-0.136455	-0.0305468	
-0.00296855	-0.152867	-0.0344284	
-0.00298597	-0.171536	-0.0389956	
-0.0029618	-0.192824	-0.0443634	
-0.00288257	-0.217141	-0.0506695	
-0.00273285	-0.244956	-0.0580901	
-0.00249843	-0.276838	-0.066801	
-0.0021432	-0.313458	-0.0770361	
-0.00164777	-0.355561	-0.0890235	
-0.000997361	-0.40405	-0.103	
-0.000179097	-0.459967	-0.119253	
0.00080381	-0.524526	-0.138042	
0.00193893	-0.599183	-0.159512	
0.00317501	-0.685822	-0.183353	
0.00444604	-0.786731	-0.208169	
0.00555265	-0.904259	-0.229192	
0.00615567	-1.03745	-0.235745	
0.00582004	-1.17286	-0.21179	
0.00444091	-1.27925	-0.155562	
0.00290318	-1.33809	-0.094635	
0.0017992	-1.36337	-0.05109	
0.00114594	-1.37335	-0.0252276	
0.000843302	-1.37718	-0.0101326	
0.000744227	-1.37815	0.000341148	
0.000801335	-1.37704	0.0109795	
0.00104041	-1.37296	0.0265893	
0.00157381	-1.36225	0.0534697	
0.00251763	-1.3353	0.098376	
0.00374145	-1.27327	0.15973	
0.00477594	-1.16416	0.213658	
0.00500503	-1.02861	0.23443	
0.00453229	-0.897406	0.225828	
0.0037249	-0.782449	0.204008	
0.00282015	-0.683883	0.179314	
0.00189606	-0.599271	0.155958	
0.00101507	-0.526228	0.135192	
0.000197748	-0.462884	0.117154	
-0.000526811	-0.407774	0.101635	
-0.00115255	-0.359704	0.0883018	
-0.00167307	-0.317712	0.0768289	
-0.00208646	-0.281016	0.0669601	
-0.00239337	-0.248901	0.0584778	
-0.00260757	-0.220789	0.0511896	
-0.00274595	-0.19613	0.0449419	
-0.00281618	-0.174507	0.0395896	
-0.00284169	-0.155505	0.0350118	
-0.00282928	-0.138787	0.0310985	
-0.00279172	-0.124045	0.0277481	
-0.00273576	-0.111036	0.0248778	
-0.00266361	-0.0995338	0.0224156	
-0.0025818	-0.0893553	0.0202954	
-0.00249342	-0.0803327	0.0184706	
-0.00240095	-0.0723222	0.016897	
-0.00230896	-0.0651961	0.0155282	
-0.00221523	-0.0588538	0.0143321	
-0.00212328	-0.0531991	0.013282	
-0.00203238	-0.0481543	0.0123561	
-0.00194371	-0.0436454	0.0115341	
-0.00185694	-0.0396131	0.0108002	
-0.0017733	-0.0360004	0.0101419	
-0.00169249	-0.0327607	0.00954777	
-0.00161444	-0.029852	0.00900758	
-0.00153892	-0.0272366	0.00851425	
-0.00146627	-0.0248827	0.00806098	
-0.00139661	-0.0227602	0.00764396	
-0.00132973	-0.0208447	0.00725689	
-0.00126563	-0.0191135	0.00689633	
-0.00120414	-0.0175468	0.00655909	
-0.00114396	-0.0160933	0.0062278	
-0.0010948	-0.0148589	0.00594388	
-0.00104154	-0.013653	0.00567161	
-0.000975762	-0.012609	0.00540167	
-0.000931621	-0.0116667	0.00516311	
-0.000893357	-0.0107417	0.00491543	
-0.000276806	-0.00198342	-0.00181534	
-0.000292688	-0.00210755	-0.00189319	
-0.000308252	-0.00223161	-0.00196575	
-0.000321076	-0.00236401	-0.00205617	
-0.00033186	-0.00253091	-0.00213833	
-0.000342042	-0.00269733	-0.00221974	
-0.000354748	-0.00288084	-0.00228237	
-0.000383284	-0.00309157	-0.00239996	
-0.000413875	-0.00330549	-0.00252544	
-0.000440867	-0.00350921	-0.00265132	
-0.000461608	-0.00373828	-0.00278661	
-0.000479102	-0.0039759	-0.00292233	
-0.000494147	-0.00420995	-0.00305466	
-0.000513348	-0.00446779	-0.00317835	
-0.000543048	-0.00477755	-0.00328981	
-0.000591542	-0.00511596	-0.00345517	
-0.000624589	-0.00545009	-0.00359644	
-0.00063842	-0.00586716	-0.0038463	
-0.000685251	-0.00631376	-0.0040525	
-0.000763595	-0.00679759	-0.00417111	
-0.000740572	-0.00728511	-0.00434597	
-0.000767298	-0.00780601	-0.00459623	
-0.00083718	-0.00845451	-0.00489704	
-0.00087926	-0.00908945	-0.00511493	
-0.000900511	-0.00981659	-0.00539994	
-0.000950759	-0.0106033	-0.00568901	
-0.00100694	-0.0114855	-0.00599603	
-0.00106645	-0.0124244	-0.00634579	
-0.00114236	-0.0134609	-0.00671388	
-0.00119676	-0.0145848	-0.00708062	
-0.00125672	-0.015816	-0.00747505	
-0.00132748	-0.017238	-0.00794008	
-0.00140086	-0.0187641	-0.00842288	
-0.00147809	-0.0204479	-0.00894517	
-0.00156076	-0.0223069	-0.00951379	
-0.00164865	-0.0243644	-0.0101356	
-0.00174123	-0.026643	-0.0108169	
-0.0018369	-0.0291694	-0.0115682	
-0.00193728	-0.0319779	-0.0124018	
-0.00204314	-0.0351024	-0.0133253	
-0.00215267	-0.0385859	-0.0143537	
-0.00226662	-0.0424677	-0.0154958	
-0.00239035	-0.0467882	-0.0167769	
-0.00252332	-0.0516135	-0.0182239	
-0.00265854	-0.0570008	-0.0198654	
-0.00279311	-0.063035	-0.0217414	
-0.00292683	-0.069806	-0.023884	
-0.00306538	-0.0774032	-0.0263364	
-0.00320597	-0.0859367	-0.0291584	
-0.00334363	-0.0955579	-0.0324267	
-0.00347296	-0.10642	-0.0361955	
-0.00359561	-0.118674	-0.0405431	
-0.00370895	-0.132492	-0.0456017	
-0.00379925	-0.148132	-0.0515246	
-0.00384173	-0.165905	-0.0584618	
-0.00383037	-0.186162	-0.0665611	
-0.00373705	-0.209245	-0.076021	
-0.00355367	-0.235601	-0.0870879	
-0.00324529	-0.265722	-0.100045	
-0.00276794	-0.300281	-0.115228	
-0.00207689	-0.339999	-0.132944	
-0.00116106	-0.385709	-0.153625	
-1.82666e-05	-0.438393	-0.177682	
0.00139664	-0.499354	-0.205629	
0.00306417	-0.570039	-0.238015	
0.00495894	-0.65291	-0.275423	
0.00700764	-0.752123	-0.317886	
0.0089991	-0.875427	-0.362237	
0.0105837	-1.03562	-0.394057	
0.0102546	-1.23258	-0.36587	
0.00698826	-1.37698	-0.238297	
0.00375646	-1.40885	-0.118051	
0.00214218	-1.4021	-0.0550912	
0.00139598	-1.39387	-0.0252494	
0.00106293	-1.38931	-0.0098195	
0.000961801	-1.388	0.000307383	
0.00101859	-1.38957	0.0106255	
0.00128346	-1.39442	0.0267447	
0.00189942	-1.40292	0.0582013	
0.00338201	-1.40855	0.124383	
0.00600715	-1.3705	0.248533	
0.00845486	-1.21779	0.36989	
0.00849631	-1.02305	0.390204	
0.00727866	-0.867327	0.355569	
0.00582723	-0.747789	0.310906	
0.00436772	-0.651416	0.269017	
0.00297944	-0.570772	0.23259	
0.00167651	-0.501752	0.201315	
0.000524239	-0.442028	0.174605	
-0.000484586	-0.39001	0.151714	
-0.00136416	-0.344633	0.13203	
-0.00208093	-0.304886	0.115088	
-0.00264632	-0.270095	0.100423	
-0.00305744	-0.239631	0.0877865	
-0.00333983	-0.212909	0.0768902	
-0.00351736	-0.189459	0.0674895	
-0.0035949	-0.168857	0.0593943	
-0.00359952	-0.150737	0.0524389	
-0.00356722	-0.134761	0.046465	
-0.00350565	-0.120637	0.0413187	
-0.00341334	-0.108143	0.0368808	
-0.00330311	-0.097074	0.0330377	
-0.00317793	-0.0872667	0.0297084	
-0.0030471	-0.07857	0.0268276	
-0.00291411	-0.0708272	0.0243361	
-0.002782	-0.0639131	0.0221558	
-0.00265121	-0.0577532	0.0202384	
-0.00252401	-0.0522564	0.0185525	
-0.00240044	-0.0473408	0.0170665	
-0.00227875	-0.0429394	0.01575	
-0.00216278	-0.0389976	0.0145749	
-0.00205389	-0.0354642	0.0135278	
-0.00195005	-0.03229	0.0125891	
-0.00184999	-0.0294348	0.0117408	
-0.00175413	-0.0268655	0.0109745	
-0.00166235	-0.0245516	0.0102783	
-0.00157573	-0.0224632	0.00964508	
-0.00149439	-0.0205763	0.00906528	
-0.00141658	-0.0188696	0.00853213	
-0.00134195	-0.0173239	0.00804057	
-0.00126908	-0.0158916	0.00756932	
-0.00118738	-0.0146392	0.00714713	
-0.00114655	-0.0134903	0.00677528	
-0.00108081	-0.0124351	0.00641005	
-0.00104271	-0.0114828	0.00606151	
-0.000970951	-0.0106302	0.00576872	
-0.000185525	-0.00214164	-0.00109136	
-0.000189295	-0.00226112	-0.00111773	
-0.000191557	-0.00237483	-0.00113245	
-0.000194675	-0.00249881	-0.00115179	
-0.000200698	-0.00266042	-0.00116905	
-0.000205641	-0.00282254	-0.00119009	
-0.000210667	-0.00299799	-0.00122513	
-0.000219808	-0.00318899	-0.00126855	
-0.000228495	-0.00337765	-0.00130957	
-0.000248887	-0.0035944	-0.00131212	
-0.000274774	-0.00382821	-0.0013081	
-0.000293653	-0.00407511	-0.00131563	
-0.000301353	-0.00434337	-0.00134129	
-0.000297997	-0.00462916	-0.00138593	
-0.000302769	-0.00495423	-0.0013904	
-0.000309136	-0.00528208	-0.00139519	
-0.000308474	-0.00562137	-0.00135331	
-0.000304113	-0.00598313	-0.0012891	
-0.00031562	-0.00638991	-0.00126708	
-0.000338091	-0.006885	-0.00127774	
-0.000364924	-0.00737363	-0.00126491	
-0.00039451	-0.00787906	-0.00120769	
-0.000381957	-0.00845983	-0.00109511	
-0.000405489	-0.00912902	-0.00102273	
-0.000394128	-0.00977537	-0.000882351	
-0.00042995	-0.010522	-0.000805142	
