nosym
-28	28	29
-6	6	7
-150	100	126
-0.000272406	-1.33469	-0.0300708	
-0.000169058	-1.35593	-0.0156143	
-0.000112854	-1.36592	-0.00643419	
-9.4775e-05	-1.36874	0.000163141	
-0.000100572	-1.3656	0.00684594	
-0.000138755	-1.35517	0.0162176	
-0.000202741	-1.33321	0.0309558	
-0.000312529	-1.29247	0.0526206	
-0.000430871	-1.22501	0.0782861	
-0.000530702	-1.12973	0.0995857	
-0.000555759	-1.01697	0.108941	
-0.000498147	-0.901642	0.10663	
-0.000394672	-0.793691	0.0975513	
-0.000273635	-0.697096	0.0861656	
-0.00014598	-0.612307	0.0748853	
-2.91315e-05	-0.538365	0.0646635	
7.83292e-05	-0.473974	0.0557669	
0.000173049	-0.417892	0.0481282	
0.000258284	-0.368961	0.0416225	
0.000332456	-0.326222	0.0360885	
0.000392893	-0.288832	0.0314028	
0.00044055	-0.256075	0.0274312	
0.000480895	-0.227344	0.0240727	
0.000512642	-0.202116	0.0212349	
0.000534634	-0.179937	0.0188406	
0.000549819	-0.160418	0.0168316	
0.000559186	-0.143216	0.0151428	
0.000562924	-0.128036	0.0137342	
0.000562976	-0.114623	0.0125498	
0.000559022	-0.102754	0.0115576	
0.000552004	-0.0922407	0.0107228	
0.000542958	-0.0829159	0.0100201	
0.000532103	-0.0746329	0.00942176	
0.000519596	-0.067268	0.00890908	
0.000505734	-0.0607127	0.00846555	
0.000491673	-0.0548715	0.00807736	
0.000475958	-0.0496593	0.00773444	
0.000460575	-0.0450025	0.00742535	
0.000444959	-0.0408384	0.00714418	
0.000429335	-0.0371102	0.00688479	
0.000413621	-0.0337676	0.00664352	
0.000397784	-0.0307671	0.00641575	
0.000382077	-0.0280698	0.00619903	
0.000366713	-0.0256419	0.00599066	
0.000351651	-0.0234545	0.00578959	
0.000336989	-0.0214806	0.0055945	
0.000322782	-0.0196971	0.00540442	
0.000308706	-0.0180838	0.00521896	
0.000290809	-0.0165779	0.00502564	
0.000280557	-0.0152925	0.00486408	
0.000260602	-0.0140635	0.0046913	
0.000244259	-0.0130268	0.0045374	
0.000217001	-0.0120273	0.00436334	
0.000229089	-0.0110834	0.00419283	
8.59837e-05	-0.00207943	-0.00170059	
8.88833e-05	-0.00219683	-0.00177124	
9.19995e-05	-0.00231377	-0.00184119	
9.27867e-05	-0.00246685	-0.00192411	
9.01386e-05	-0.00263052	-0.00199507	
9.17722e-05	-0.0028068	-0.00207628	
9.79747e-05	-0.00299654	-0.00216842	
0.000102152	-0.00318504	-0.00226179	
0.000103861	-0.00337201	-0.00235667	
0.000110055	-0.00357073	-0.00248217	
0.000114895	-0.00383686	-0.00260152	
0.000122595	-0.00412032	-0.00270915	
0.000136067	-0.00440212	-0.00281852	
0.000193963	-0.00469138	-0.00296131	
0.000206202	-0.00501836	-0.00307545	
0.000196618	-0.00535594	-0.00318847	
0.000173205	-0.00570946	-0.00333503	
0.000187096	-0.00614159	-0.00348367	
0.00018989	-0.0065844	-0.00361231	
0.000180063	-0.0070681	-0.00373943	
0.000183428	-0.00758891	-0.00390944	
0.00019805	-0.00809529	-0.00416415	
0.000222405	-0.0086953	-0.0043528	
0.00023066	-0.00942885	-0.00458808	
0.000256271	-0.0102068	-0.00477008	
0.000271994	-0.0109979	-0.00499394	
0.000254588	-0.0119237	-0.00522049	
0.000292555	-0.012902	-0.00548797	
0.000293339	-0.0139618	-0.00578056	
0.000296582	-0.0151495	-0.0060426	
0.00032707	-0.0164058	-0.00633898	
0.00034427	-0.0178933	-0.00667303	
0.000363071	-0.0194805	-0.00701214	
0.000382547	-0.0212334	-0.00737466	
0.000402144	-0.0231717	-0.00776282	
0.000421919	-0.0253174	-0.00818122	
0.000441965	-0.0276959	-0.0086336	
0.000462365	-0.030336	-0.00912438	
0.000483773	-0.0332678	-0.00965959	
0.00050589	-0.0365288	-0.0102484	
0.000528805	-0.0401597	-0.0109011	
0.000552078	-0.0442133	-0.0116277	
0.000576304	-0.0487393	-0.0124383	
0.000602044	-0.0538	-0.0133482	
0.000628039	-0.0594619	-0.0143746	
0.000652954	-0.0658027	-0.015542	
0.000676741	-0.0729138	-0.0168809	
0.000699289	-0.0809019	-0.0184194	
0.000720332	-0.0898838	-0.0201924	
0.000739528	-0.0999994	-0.0222464	
0.000755522	-0.111402	-0.0246343	
0.000767478	-0.124285	-0.0274153	
0.000775791	-0.13885	-0.0306586	
0.000774033	-0.155344	-0.0344509	
0.000762493	-0.17406	-0.0388964	
0.000738747	-0.195336	-0.0441033	
0.000701078	-0.219554	-0.0502134	
0.000642454	-0.247186	-0.0573803	
0.000559164	-0.278761	-0.0658056	
0.00045473	-0.314919	-0.0756779	
0.000319022	-0.356399	-0.0872514	
0.000151465	-0.404055	-0.100781	
-6.03791e-05	-0.458892	-0.116555	
-0.000297334	-0.52212	-0.134878	
-0.000584697	-0.595214	-0.155943	
-0.000899548	-0.680005	-0.179549	
-0.00122855	-0.778824	-0.2044	
-0.00154054	-0.89409	-0.226256	
-0.00174539	-1.02554	-0.235027	
-0.00171808	-1.16146	-0.21463	
-0.0013594	-1.27138	-0.160693	
-0.000889394	-1.33396	-0.098981	
-0.000520502	-1.36126	-0.0538232	
-0.000324094	-1.37207	-0.0266846	
-0.00023003	-1.37617	-0.0107531	
-0.000194409	-1.37722	0.000265456	
-0.000207449	-1.37606	0.0114015	
-0.000270938	-1.37174	0.0277355	
-0.000404253	-1.36042	0.0556492	
-0.000622725	-1.33177	0.101841	
-0.000969871	-1.26686	0.163608	
-0.001231	-1.15503	0.21571	
-0.00127062	-1.01932	0.233803	
-0.00113519	-0.889408	0.223612	
-0.000928441	-0.776092	0.201275	
-0.000686962	-0.679034	0.176462	
-0.000450836	-0.5958	0.153195	
-0.000236712	-0.523944	0.132658	
-5.10029e-05	-0.461623	0.114926	
0.000117475	-0.407383	0.0996897	
0.000257962	-0.360052	0.0866418	
0.000383409	-0.318681	0.0754635	
0.000485038	-0.282459	0.0658845	
0.000568305	-0.250701	0.0576659	
0.000632282	-0.222811	0.0506221	
0.000680564	-0.198307	0.0445701	
0.000710918	-0.176748	0.0393711	
0.000731849	-0.15776	0.0349199	
0.000740985	-0.141007	0.0311077	
0.000741601	-0.126205	0.0278356	
0.000736305	-0.113106	0.02503	
0.00072429	-0.101501	0.0226116	
0.000708528	-0.0912083	0.0205288	
0.000690273	-0.0820628	0.0187298	
0.000671126	-0.073928	0.0171683	
0.000649533	-0.0666841	0.0158057	
0.000626934	-0.0602296	0.0146105	
0.000602823	-0.0544701	0.0135607	
0.000578496	-0.0493228	0.0126333	
0.000554733	-0.0447193	0.0118074	
0.000531482	-0.0405971	0.0110664	
0.000509279	-0.036903	0.0104006	
0.000487157	-0.0335883	0.0097992	
0.000465125	-0.0306096	0.00925195	
0.000443153	-0.0279295	0.00875088	
0.000422378	-0.025516	0.00828973	
0.000402443	-0.023339	0.00786346	
0.000383791	-0.0213734	0.00746746	
0.000365835	-0.0195967	0.00709833	
0.000348453	-0.0179881	0.00675238	
0.00032779	-0.0164933	0.006422	
0.000319281	-0.0151987	0.00613369	
0.000307473	-0.0139933	0.00581133	
0.000303271	-0.0129175	0.00556215	
0.000266594	-0.0119249	0.00534388	
0.000260774	-0.0110388	0.00507874	
8.46446e-05	-0.00202256	-0.00181331	
8.75442e-05	-0.00213996	-0.00188396	
8.99879e-05	-0.00226998	-0.00197388	
9.44411e-05	-0.00242104	-0.00208041	
9.56505e-05	-0.00258729	-0.00216141	
9.68245e-05	-0.00276977	-0.00225444	
9.85336e-05	-0.00295674	-0.00234932	
0.000102398	-0.00314235	-0.00244565	
0.000124098	-0.00331672	-0.00255402	
0.000129519	-0.0035259	-0.00269758	
0.000126432	-0.00374763	-0.00284738	
0.000134132	-0.00403108	-0.00295501	
0.000169242	-0.00431848	-0.00308261	
0.000223899	-0.00460763	-0.0032288	
0.00021804	-0.00492176	-0.00342101	
0.00018344	-0.00527356	-0.00356901	
0.000179092	-0.00564253	-0.00372981	
0.00020392	-0.00606083	-0.0038911	
0.00022256	-0.00646708	-0.00407796	
0.000191857	-0.00690773	-0.00428809	
0.000190002	-0.00744707	-0.00445626	
0.00020194	-0.00803199	-0.00473528	
0.000191805	-0.00867758	-0.00503941	
0.000222617	-0.00935008	-0.0053492	
0.00026633	-0.0100458	-0.00555239	
0.000281852	-0.0108638	-0.00583523	
0.000283641	-0.0117378	-0.00622141	
0.000291706	-0.0127043	-0.00649188	
0.000339206	-0.0137608	-0.00692349	
0.000358539	-0.0149601	-0.00728909	
0.000362441	-0.0162121	-0.00769671	
0.000382973	-0.0176729	-0.00817464	
0.000406854	-0.0192388	-0.00866979	
0.000431386	-0.0209688	-0.00920597	
0.000455558	-0.0228789	-0.00978677	
0.00047936	-0.0249905	-0.0104231	
0.000503485	-0.027333	-0.0111202	
0.000528005	-0.0299289	-0.0118827	
0.00055507	-0.0328065	-0.0127225	
0.000584325	-0.0360013	-0.0136541	
0.000614736	-0.0395503	-0.0146935	
0.000645676	-0.0435079	-0.0158628	
0.000677705	-0.0479314	-0.0171713	
0.000713466	-0.052871	-0.0186348	
0.000751054	-0.058381	-0.0202842	
0.000788351	-0.0645331	-0.0221583	
0.000819439	-0.0714211	-0.0243015	
0.000849234	-0.0791519	-0.0267546	
0.000883616	-0.0878267	-0.0295582	
0.000911935	-0.0975686	-0.0327891	
0.000937093	-0.108525	-0.0365243	
0.000960953	-0.120902	-0.040845	
0.000971612	-0.134845	-0.0458194	
0.000970338	-0.150584	-0.0516219	
0.000961522	-0.168445	-0.0583943	
0.000937293	-0.188691	-0.0662541	
0.000890385	-0.211687	-0.075426	
0.00081769	-0.237863	-0.0861494	
0.000708018	-0.267732	-0.098686	
0.000558347	-0.301892	-0.113341	
0.000371358	-0.341037	-0.130497	
0.000133673	-0.386017	-0.150491	
-0.000159737	-0.437728	-0.173804	
-0.000507057	-0.497371	-0.201004	
-0.000920143	-0.566527	-0.232734	
-0.00138704	-0.647519	-0.269608	
-0.00192709	-0.744307	-0.311569	
-0.00251198	-0.864056	-0.35619	
-0.00300865	-1.01968	-0.390842	
-0.00316809	-1.21449	-0.371544	
-0.00244794	-1.3693	-0.250595	
-0.00125007	-1.408	-0.125473	
-0.000611598	-1.40231	-0.0586324	
-0.000379932	-1.39386	-0.0268328	
-0.000283154	-1.38904	-0.0104422	
-0.00025119	-1.38761	0.000244186	
-0.000263466	-1.38924	0.0110631	
-0.00032576	-1.39426	0.0279776	
-0.000489381	-1.40285	0.0609972	
-0.000796414	-1.40763	0.130488	
-0.00139273	-1.36352	0.257975	
-0.0021879	-1.2042	0.373767	
-0.00213241	-1.01105	0.387549	
-0.00182509	-0.858807	0.351247	
-0.00145994	-0.741577	0.306254	
-0.00108125	-0.647025	0.264638	
-0.000734272	-0.567832	0.228533	
-0.000417106	-0.499991	0.197732	
-0.000165854	-0.441208	0.171479	
6.29376e-05	-0.389971	0.149012	
0.000255316	-0.345218	0.129732	
0.000434089	-0.306038	0.113187	
0.00057799	-0.271693	0.0989476	
0.000694818	-0.241545	0.0867079	
0.000783349	-0.215003	0.0761609	
0.000850919	-0.19164	0.0670257	
0.000888594	-0.1711	0.0591458	
0.000913045	-0.152972	0.05237	
0.000923577	-0.136952	0.0465233	
0.000919573	-0.122769	0.0414856	
0.000906628	-0.110193	0.0371226	
0.000886197	-0.0990288	0.0333441	
0.000862016	-0.0891097	0.0300635	
0.000834469	-0.0802791	0.0272186	
0.00080997	-0.0724044	0.0247298	
0.000781664	-0.0653802	0.0225453	
0.000749531	-0.0591097	0.0206227	
0.000714763	-0.0535145	0.0189322	
0.000680452	-0.0484983	0.0174437	
0.00064644	-0.0440022	0.0161147	
0.000616619	-0.0399718	0.0149264	
0.000588797	-0.0363602	0.0138635	
0.000561119	-0.0331108	0.0129123	
0.000532675	-0.0301872	0.0120531	
0.000503683	-0.0275545	0.0112732	
0.00047664	-0.0251818	0.0105634	
0.000451781	-0.0230387	0.00991732	
0.000429836	-0.0211011	0.00932358	
0.000409158	-0.0193489	0.00877777	
0.000388357	-0.0177607	0.00827464	
0.000370754	-0.0162769	0.00778002	
0.000344321	-0.0149904	0.0074043	
0.000323116	-0.0138091	0.00695438	
0.00033401	-0.0127213	0.0065843	
0.000303181	-0.0117435	0.00627414	
0.000295225	-0.0108751	0.00594081	
9.80539e-05	-0.00213694	-0.00110093	
9.76601e-05	-0.00225743	-0.00113037	
9.92012e-05	-0.00238367	-0.00114717	
9.98841e-05	-0.00252028	-0.00116404	
9.94073e-05	-0.00266664	-0.00118014	
0.000100138	-0.00281566	-0.00119011	
0.0001086	-0.00302308	-0.00123916	
0.000114897	-0.00323003	-0.00129134	
0.000117239	-0.00344037	-0.0013148	
0.000123157	-0.0036507	-0.00132171	
0.000136539	-0.0038577	-0.00132318	
0.00014814	-0.00407633	-0.00133317	
0.000145974	-0.00437053	-0.00139266	
0.0001536	-0.00465484	-0.00141904	
0.000164468	-0.00494004	-0.00143242	
0.000170233	-0.00528609	-0.00142268	
0.000173466	-0.00567663	-0.00137896	
0.000179107	-0.00608089	-0.00133053	
0.000192011	-0.00649099	-0.00133412	
0.000197735	-0.00697882	-0.00130045	
0.000209235	-0.00749062	-0.00126898	
0.000168672	-0.00804433	-0.00119158	
0.000211662	-0.00858898	-0.00110214	
0.000222286	-0.0091988	-0.00103371	
0.00020961	-0.00993266	-0.000963236	
0.000223455	-0.0106671	-0.00077107	
0.000216756	-0.0114996	-0.000656801	
0.000219461	-0.0124042	-0.000452596	
0.000235884	-0.0134236	-0.000220565	
0.000235282	-0.0145181	4.92348e-05	
0.000231666	-0.0156724	0.00034164	
0.000233069	-0.017028	0.000724753	
0.000232462	-0.0184807	0.00115028	
0.000230841	-0.0200822	0.00164558	
0.000227349	-0.0218521	0.00222005	
0.000221746	-0.0238112	0.00288281	
0.000214724	-0.025983	0.00364707	
0.000205592	-0.0283943	0.00452555	
0.000193925	-0.0310766	0.00553576	
0.000178827	-0.0340667	0.00669259	
0.000160351	-0.0374055	0.00801596	
0.000137762	-0.0411408	0.00952474	
0.000112358	-0.0453242	0.0112404	
8.37866e-05	-0.0500122	0.0131936	
5.13826e-05	-0.0552761	0.0154141	
1.3448e-05	-0.0611971	0.0179352	
-2.78866e-05	-0.0678672	0.0207896	
-7.35898e-05	-0.0753887	0.0240237	
-0.000122042	-0.0838758	0.0276843	
-0.000171331	-0.0934628	0.0318247	
-0.000220696	-0.1043	0.0365155	
-0.000267487	-0.116565	0.0418324	
-0.000309551	-0.130455	0.0478697	
-0.000341704	-0.14622	0.0547352	
-0.000362868	-0.164119	0.0625631	
-0.000368159	-0.184493	0.0714992	
-0.000350022	-0.207687	0.0817136	
-0.000287855	-0.234146	0.09343	
-0.000176548	-0.26438	0.106889	
-1.48042e-05	-0.299015	0.122377	
0.000209269	-0.338736	0.140198	
0.00048921	-0.384347	0.160689	
0.000842928	-0.436761	0.184325	
0.00128398	-0.497154	0.211669	
0.00182019	-0.567113	0.243337	
0.0024516	-0.648917	0.279865	
0.00318392	-0.746534	0.321322	
0.00391192	-0.867219	0.365273	
0.00449327	-1.02392	0.399056	
0.00440568	-1.22026	0.377832	
0.00303018	-1.37395	0.253507	
0.00166953	-1.41134	0.127565	
0.0009678	-1.40499	0.0601632	
0.000626783	-1.39616	0.0277784	
0.000478581	-1.39111	0.0108838	
0.000429203	-1.38959	-0.000250576	
0.000456557	-1.39129	-0.0115304	
0.000572093	-1.39659	-0.028937	
0.000869743	-1.40559	-0.0626521	
0.00153102	-1.41096	-0.132593	
0.00270418	-1.36886	-0.261356	
0.00368977	-1.20943	-0.380107	
0.00354787	-1.01507	-0.395828	
0.00309992	-0.86178	-0.360426	
0.00253569	-0.74374	-0.316164	
0.00201574	-0.648342	-0.275093	
0.00157734	-0.568245	-0.239302	
0.00118188	-0.4996	-0.208492	
0.000853999	-0.440101	-0.182041	
0.00057223	-0.388252	-0.159218	
0.000337194	-0.342939	-0.13947	
0.000148563	-0.303242	-0.122307	
-6.50555e-06	-0.268389	-0.10731	
-0.000129027	-0.237821	-0.0941265	
-0.000210493	-0.211022	-0.0825504	
-0.000254967	-0.187489	-0.0723949	
-0.000273347	-0.166797	-0.0634665	
-0.000267335	-0.148588	-0.0556213	
-0.000245143	-0.132541	-0.0487034	
-0.000211805	-0.118383	-0.0425907	
-0.000173386	-0.105886	-0.0371896	
-0.00013328	-0.0948537	-0.0324152	
-9.33464e-05	-0.0850948	-0.0282026	
-5.11572e-05	-0.0764567	-0.0244791	
-1.15279e-05	-0.0688033	-0.0211875	
2.54308e-05	-0.0620138	-0.0182788	
5.99909e-05	-0.0559844	-0.0157127	
9.07698e-05	-0.050624	-0.0134497	
0.000118331	-0.0458539	-0.0114583	
0.000142498	-0.0416009	-0.00970702	
0.000162831	-0.0378049	-0.00817001	
0.000180442	-0.0344081	-0.00682286	
0.000195388	-0.0313686	-0.00564419	
0.000207345	-0.0286423	-0.00461476	
0.000216447	-0.0261941	-0.00371862	
0.000223332	-0.0239898	-0.00293881	
0.000228417	-0.0220035	-0.00226295	
0.000232196	-0.0202087	-0.00167782	
0.000233998	-0.0185852	-0.00117295	
0.000234556	-0.0171145	-0.000738744	
0.000233128	-0.015753	-0.00034897	
0.000235444	-0.0145486	-4.71386e-05	
0.000231144	-0.0134371	0.000238394	
0.000224595	-0.0124465	0.000458791	
0.000226149	-0.0115341	0.000643892	
0.00022405	-0.0107006	0.00082098	
0.000102932	-0.00213689	-0.00121407	
0.000102069	-0.00225386	-0.00125105	
0.000102238	-0.00237657	-0.00127563	
0.000102284	-0.00251847	-0.00129207	
0.000103595	-0.00267419	-0.00133165	
0.00010563	-0.00283432	-0.00138046	
0.000111097	-0.00302877	-0.00142935	
0.000116803	-0.00323769	-0.00148637	
0.000125809	-0.00343479	-0.0015479	
0.000131716	-0.00366819	-0.00157294	
0.00014062	-0.00388735	-0.00158565	
0.000154002	-0.00409435	-0.00158712	
0.000155258	-0.00438055	-0.00164666	
0.000161676	-0.00468233	-0.00169986	
0.000168639	-0.00499544	-0.00174481	
0.00017467	-0.00533296	-0.00173628	
0.000178316	-0.00572414	-0.00170611	
0.000189059	-0.00614661	-0.00175063	
0.000208009	-0.00656765	-0.00179158	
0.000226261	-0.00702709	-0.00181162	
0.00023215	-0.00754247	-0.0017882	
0.000234464	-0.00807351	-0.0017398	
0.000229325	-0.00870768	-0.00171189	
0.000223425	-0.00933609	-0.00170324	
0.000244175	-0.010075	-0.00170974	
0.000259512	-0.0108943	-0.00160029	
0.000268495	-0.011772	-0.0015389	
0.000274752	-0.0126804	-0.00143642	
0.000241762	-0.0136958	-0.00131472	
0.000285109	-0.0148269	-0.00110927	
0.000288008	-0.0160297	-0.000926396	
0.000286937	-0.0174407	-0.000686721	
0.000291896	-0.0189502	-0.000405444	
0.000295946	-0.0206166	-7.26172e-05	
0.000298645	-0.0224595	0.000318354	
0.000300164	-0.024501	0.000776289	
0.000300226	-0.0267651	0.00130825	
0.000298535	-0.0292813	0.00192645	
0.00029521	-0.0320815	0.0026408	
0.000289393	-0.0352042	0.0034622	
0.000281102	-0.0386907	0.0044052	
0.000269827	-0.0425903	0.00548321	
0.000256253	-0.0469564	0.00671309	
0.00024009	-0.0518513	0.00811304	
0.000220472	-0.0573499	0.00970459	
0.000197197	-0.0635332	0.0115084	
0.000170181	-0.0704942	0.0135505	
0.000140921	-0.078344	0.0158576	
0.000109057	-0.0872024	0.0184607	
7.53638e-05	-0.0972067	0.0213997	
4.04909e-05	-0.108525	0.0247233	
6.34949e-06	-0.121342	0.0284721	
-2.43293e-05	-0.13587	0.0327213	
-5.07856e-05	-0.152372	0.0375336	
-6.70765e-05	-0.171133	0.0429969	
-7.70707e-05	-0.192494	0.0492042	
-6.55037e-05	-0.21686	0.0562876	
-2.71007e-05	-0.244686	0.0643871	
3.85763e-05	-0.276535	0.0736432	
0.00014178	-0.313011	0.0842537	
0.000284549	-0.354894	0.0964307	
0.000470171	-0.403003	0.110402	
0.000705328	-0.458347	0.126458	
0.000990941	-0.52209	0.144872	
0.0013427	-0.595765	0.165828	
0.00172788	-0.681189	0.189129	
0.00216997	-0.780593	0.213447	
0.00253738	-0.896452	0.234571	
0.00271844	-1.0285	0.242232	
0.00256914	-1.16484	0.22037	
0.00199169	-1.27451	0.16469	
0.00132467	-1.33653	0.101836	
0.000848068	-1.36333	0.0557397	
0.000560984	-1.37379	0.0278885	
0.00041646	-1.37771	0.0113495	
0.000365883	-1.3787	-0.000272342	
0.000393029	-1.3776	-0.0120081	
0.00049939	-1.37347	-0.0289959	
0.000750726	-1.36247	-0.0576311	
0.00114621	-1.33425	-0.104702	
0.00170192	-1.26993	-0.167708	
0.0021422	-1.15825	-0.221516	
0.00221122	-1.02217	-0.241116	
0.00204019	-0.891678	-0.232025	
0.00176978	-0.777706	-0.210453	
0.00146338	-0.680084	-0.186202	
0.00118018	-0.596239	-0.163245	
0.000924119	-0.523835	-0.142788	
0.000716362	-0.461008	-0.124941	
0.000524586	-0.4063	-0.109397	
0.000371991	-0.358567	-0.0959087	
0.000249383	-0.316815	-0.0841539	
0.0001521	-0.280259	-0.0738543	
7.98918e-05	-0.248231	-0.064796	
3.26143e-05	-0.220147	-0.0568251	
5.51415e-06	-0.1955	-0.0497976	
-4.16529e-06	-0.17384	-0.0436023	
3.2474e-06	-0.154797	-0.0381248	
1.9336e-05	-0.138021	-0.0332817	
4.49474e-05	-0.123238	-0.0289905	
7.16085e-05	-0.110189	-0.0251814	
0.000101155	-0.0986725	-0.0218083	
0.000128934	-0.0884859	-0.018814	
0.000156866	-0.079471	-0.0161639	
0.000182597	-0.071481	-0.0138162	
0.000206302	-0.0643937	-0.0117371	
0.000227688	-0.0580985	-0.00990023	
0.000245975	-0.052501	-0.00827967	
0.000261361	-0.0475181	-0.00685215	
0.000274063	-0.043077	-0.0055985	
0.000284395	-0.0391114	-0.00449953	
0.000292165	-0.0355664	-0.00353835	
0.00029734	-0.0323928	-0.0027022	
0.000300785	-0.0295468	-0.00197438	
0.000302196	-0.0269911	-0.00134454	
0.000302105	-0.0246921	-0.000801113	
0.000300562	-0.0226215	-0.000334619	
0.00029788	-0.0207525	6.40656e-05	
0.000294161	-0.0190631	0.000403361	
0.000289381	-0.0175339	0.000690187	
0.000283123	-0.01611	0.000944884	
0.000274832	-0.0148892	0.00112791	
0.000283541	-0.0137293	0.00131529	
0.000258124	-0.0127119	0.00143648	
0.0002562	-0.0117456	0.0015617	
0.000262671	-0.0108718	0.00162954	
0.000107557	-0.00213598	-0.00132767	
0.000106506	-0.00225232	-0.001365	
0.000106304	-0.00236752	-0.00140749	
0.00010692	-0.0025324	-0.00146238	
0.000108582	-0.00269167	-0.0015115	
0.000110245	-0.00285094	-0.00156062	
0.000113041	-0.00303451	-0.00162358	
0.000121482	-0.00322709	-0.00169251	
0.000131437	-0.00341311	-0.00176519	
0.000140451	-0.00364404	-0.00179282	
0.000151487	-0.00387723	-0.00181827	
0.000162625	-0.00410365	-0.00183651	
0.000164231	-0.00439164	-0.0019119	
0.000170997	-0.00470809	-0.00197294	
0.000178056	-0.00502494	-0.00202671	
0.000185885	-0.00534518	-0.00206887	
0.000191509	-0.00574513	-0.00208918	
0.000202087	-0.00616465	-0.00217064	
0.000225404	-0.00660594	-0.00225664	
0.000249035	-0.00706333	-0.00231504	
0.000253852	-0.00757996	-0.00231831	
0.00025696	-0.00813561	-0.00231221	
0.00025773	-0.00874808	-0.00236446	
0.000250513	-0.0094869	-0.00243299	
0.000281376	-0.0102042	-0.00245551	
0.000283117	-0.0109669	-0.00243394	
0.000294973	-0.0118586	-0.00244198	
0.000300931	-0.0128208	-0.00241036	
0.000317718	-0.0138588	-0.00236085	
0.000319104	-0.015029	-0.00234397	
0.000331593	-0.0162957	-0.00224339	
0.000342752	-0.0177323	-0.00214452	
0.000353326	-0.0192836	-0.00201426	
0.000363095	-0.0209974	-0.00185065	
0.000372178	-0.0228932	-0.00164929	
0.000380562	-0.0249941	-0.00140571	
0.000388026	-0.0273253	-0.001114	
0.000394645	-0.029916	-0.000768256	
0.000399818	-0.0327995	-0.000361626	
0.000403664	-0.0360145	0.000113024	
0.000405877	-0.0396035	0.000662692	
0.000406321	-0.043617	0.00129569	
0.000404915	-0.0481098	0.00202145	
0.000401663	-0.0531459	0.00284933	
0.000395794	-0.0587995	0.00378962	
0.000387905	-0.0651543	0.00485367	
0.000375901	-0.0723054	0.00605559	
0.000363353	-0.0803654	0.00740402	
0.000347206	-0.0894595	0.00891857	
0.000330024	-0.0997318	0.0106154	
0.000309347	-0.111348	0.0125143	
0.000289852	-0.124506	0.0146391	
0.000269151	-0.139428	0.017019	
0.000250123	-0.156375	0.0196893	
0.000232903	-0.175655	0.0226877	
0.000222428	-0.197618	0.0260582	
0.000217615	-0.222685	0.0298576	
0.000224079	-0.251324	0.0341582	
0.00024455	-0.284115	0.0390188	
0.000284014	-0.321707	0.0445458	
0.00034208	-0.364866	0.050818	
0.000420174	-0.414459	0.0579649	
0.000524158	-0.471482	0.066107	
0.000650973	-0.537124	0.0753358	
0.000805141	-0.612626	0.0856685	
0.00097589	-0.699196	0.0967539	
0.00116011	-0.797672	0.107607	
0.00130308	-0.907345	0.115628	
0.00135118	-1.02387	0.116282	
0.00125408	-1.13672	0.104816	
0.0010073	-1.23088	0.0816247	
0.000720951	-1.29665	0.0547024	
0.000490824	-1.33599	0.032325	
0.000340618	-1.35697	0.0170659	
0.000257362	-1.36683	0.00713697	
0.000228654	-1.36958	-0.000166998	
0.000243016	-1.36652	-0.00754818	
0.000310996	-1.3562	-0.0176622	
0.000444998	-1.33443	-0.033312	
0.000638614	-1.29399	-0.055951	
0.000884035	-1.22688	-0.0827918	
0.00106311	-1.13159	-0.105347	
0.00112784	-1.01873	-0.11592	
0.00108652	-0.903121	-0.114584	
0.000982489	-0.79484	-0.10628	
0.000854182	-0.697893	-0.0954302	
0.000737056	-0.612743	-0.0844643	
0.000622114	-0.538456	-0.0743591	
0.00052925	-0.473773	-0.0653754	
0.000449658	-0.417407	-0.0574901	
0.000388367	-0.368233	-0.0505746	
0.000340236	-0.325268	-0.0444989	
0.000304603	-0.287685	-0.0391299	
0.000280459	-0.254775	-0.0343756	
0.000266383	-0.225923	-0.030141	
0.000262363	-0.200613	-0.0263719	
0.000266839	-0.178382	-0.0230089	
0.000277891	-0.158832	-0.0200053	
0.000291686	-0.141621	-0.0173206	
0.000308841	-0.12645	-0.014915	
0.000326443	-0.113064	-0.0127563	
0.000343397	-0.101243	-0.0108279	
0.000357906	-0.0907874	-0.00910035	
0.000372708	-0.0815309	-0.007559	
0.000384207	-0.0733271	-0.00618605	
0.000393624	-0.0660432	-0.00496179	
0.000401295	-0.0595747	-0.00387806	
0.000406077	-0.0538194	-0.00292047	
0.000409494	-0.0486934	-0.00207801	
0.000410053	-0.0441225	-0.00133872	
0.000409196	-0.0400407	-0.0006936	
0.000406889	-0.0363907	-0.00013416	
0.000402766	-0.0331229	0.000348996	
0.000397355	-0.0301922	0.000763482	
0.000390646	-0.0275605	0.00111607	
0.000383057	-0.0251939	0.00141333	
0.000374841	-0.0230623	0.00166188	
0.000365666	-0.0211391	0.00186678	
0.000356044	-0.0194019	0.00203343	
0.000345927	-0.0178301	0.0021664	
0.000331993	-0.0163708	0.00226715	
0.000321	-0.0151132	0.00234634	
0.000300639	-0.0139621	0.00245638	
0.000310277	-0.0128628	0.00244803	
0.000309305	-0.0119068	0.00247294	
0.00029052	-0.011017	0.00249452	
0.000108894	-0.00212409	-0.00144732	
0.000113722	-0.00223686	-0.00148771	
0.000116217	-0.00234788	-0.00155067	
0.000115978	-0.00251477	-0.00161287	
0.000116404	-0.00268525	-0.0016743	
0.000115695	-0.00285679	-0.00173395	
